Column Name,Unique Value Count,Value,Proposed_Numeric_Code
  - 19-2-12.會因為你在網路購物而和你起衝突,4,有時,3.0
  - 19-2-12.會因為你在網路購物而和你起衝突,4,經常,4.0
21-1.完成學校功課（查找完成作業需要的資料）,12,(High Cardinality - Skipped),
21-2.課外的學習（各種線上付費或免費的課程）,12,(High Cardinality - Skipped),
21-3.玩線上遊戲,12,(High Cardinality - Skipped),
21-4.看影片、聽音樂、迷因梗圖、卡通、漫畫,12,(High Cardinality - Skipped),
21-5.和他人聊天（傳訊息）,12,(High Cardinality - Skipped),
21-6.在網路上瀏覽自己有興趣的資訊,12,(High Cardinality - Skipped),
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-1.父親,6,幾乎沒有,1.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-1.父親,6,每周1、2次,2.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-1.父親,6,每周3、4次,3.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-1.父親,6,每天1次,4.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-1.父親,6,每天好幾次,5.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-1.父親,6,無此人,0.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-2.母親,6,幾乎沒有,1.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-2.母親,6,每周1、2次,2.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-2.母親,6,每周3、4次,3.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-2.母親,6,每天1次,4.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-2.母親,6,每天好幾次,5.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-2.母親,6,無此人,0.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-3.兄弟姊妹,6,幾乎沒有,1.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-3.兄弟姊妹,6,每周1、2次,2.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-3.兄弟姊妹,6,每周3、4次,3.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-3.兄弟姊妹,6,每天1次,4.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-3.兄弟姊妹,6,每天好幾次,5.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-3.兄弟姊妹,6,無此人,0.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-4.同班同學,6,幾乎沒有,1.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-4.同班同學,6,每周1、2次,2.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-4.同班同學,6,每周3、4次,3.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-4.同班同學,6,每天1次,4.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-4.同班同學,6,每天好幾次,5.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-4.同班同學,6,無此人,0.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-5.同校朋友,6,幾乎沒有,1.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-5.同校朋友,6,每周1、2次,2.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-5.同校朋友,6,每周3、4次,3.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-5.同校朋友,6,每天1次,4.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-5.同校朋友,6,每天好幾次,5.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-5.同校朋友,6,無此人,0.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-6.校外朋友,6,幾乎沒有,1.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-6.校外朋友,6,每周1、2次,2.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-6.校外朋友,6,每周3、4次,3.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-6.校外朋友,6,每天1次,4.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-6.校外朋友,6,每天好幾次,5.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-6.校外朋友,6,無此人,0.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-7.網友,6,幾乎沒有,1.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-7.網友,6,每周1、2次,2.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-7.網友,6,每周3、4次,3.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-7.網友,6,每天1次,4.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-7.網友,6,每天好幾次,5.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-7.網友,6,無此人,0.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-8.學校老師、社團老師,6,幾乎沒有,1.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-8.學校老師、社團老師,6,每周1、2次,2.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-8.學校老師、社團老師,6,每周3、4次,3.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-8.學校老師、社團老師,6,每天1次,4.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-8.學校老師、社團老師,6,每天好幾次,5.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-8.學校老師、社團老師,6,無此人,0.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-9.補習班或家教老師,6,幾乎沒有,1.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-9.補習班或家教老師,6,每周1、2次,2.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-9.補習班或家教老師,6,每周3、4次,3.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-9.補習班或家教老師,6,每天1次,4.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-9.補習班或家教老師,6,每天好幾次,5.0
23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-9.補習班或家教老師,6,無此人,0.0
24.當你在現實生活遇到困難感到憂慮時，你會上網： - 24-1.找人聊天給你支持或安慰。,4,偶爾,2.0
24.當你在現實生活遇到困難感到憂慮時，你會上網： - 24-1.找人聊天給你支持或安慰。,4,從未,1.0
24.當你在現實生活遇到困難感到憂慮時，你會上網： - 24-1.找人聊天給你支持或安慰。,4,有時,3.0
24.當你在現實生活遇到困難感到憂慮時，你會上網： - 24-1.找人聊天給你支持或安慰。,4,經常,4.0
24.當你在現實生活遇到困難感到憂慮時，你會上網： - 24-2.找人討論問題，設法解決困難。,4,偶爾,2.0
24.當你在現實生活遇到困難感到憂慮時，你會上網： - 24-2.找人討論問題，設法解決困難。,4,從未,1.0
24.當你在現實生活遇到困難感到憂慮時，你會上網： - 24-2.找人討論問題，設法解決困難。,4,有時,3.0
24.當你在現實生活遇到困難感到憂慮時，你會上網： - 24-2.找人討論問題，設法解決困難。,4,經常,4.0
24.當你在現實生活遇到困難感到憂慮時，你會上網： - 24-3.搜尋相關的資訊，設法解決困難。,4,偶爾,2.0
24.當你在現實生活遇到困難感到憂慮時，你會上網： - 24-3.搜尋相關的資訊，設法解決困難。,4,從未,1.0
24.當你在現實生活遇到困難感到憂慮時，你會上網： - 24-3.搜尋相關的資訊，設法解決困難。,4,有時,3.0
24.當你在現實生活遇到困難感到憂慮時，你會上網： - 24-3.搜尋相關的資訊，設法解決困難。,4,經常,4.0
24.當你在現實生活遇到困難感到憂慮時，你會上網： - 24-4.瀏覽跟困難無關的資訊，轉移自己的注意力。,4,偶爾,2.0
24.當你在現實生活遇到困難感到憂慮時，你會上網： - 24-4.瀏覽跟困難無關的資訊，轉移自己的注意力。,4,從未,1.0
24.當你在現實生活遇到困難感到憂慮時，你會上網： - 24-4.瀏覽跟困難無關的資訊，轉移自己的注意力。,4,有時,3.0
24.當你在現實生活遇到困難感到憂慮時，你會上網： - 24-4.瀏覽跟困難無關的資訊，轉移自己的注意力。,4,經常,4.0
24.當你在現實生活遇到困難感到憂慮時，你會上網： - 24-5.玩遊戲來減少困擾或壓力感受。,4,偶爾,2.0
24.當你在現實生活遇到困難感到憂慮時，你會上網： - 24-5.玩遊戲來減少困擾或壓力感受。,4,從未,1.0
24.當你在現實生活遇到困難感到憂慮時，你會上網： - 24-5.玩遊戲來減少困擾或壓力感受。,4,有時,3.0
24.當你在現實生活遇到困難感到憂慮時，你會上網： - 24-5.玩遊戲來減少困擾或壓力感受。,4,經常,4.0
24.當你在現實生活遇到困難感到憂慮時，你會上網： - 24-6.購物來改善心情或壓力感受。,4,偶爾,2.0
24.當你在現實生活遇到困難感到憂慮時，你會上網： - 24-6.購物來改善心情或壓力感受。,4,從未,1.0
24.當你在現實生活遇到困難感到憂慮時，你會上網： - 24-6.購物來改善心情或壓力感受。,4,有時,3.0
24.當你在現實生活遇到困難感到憂慮時，你會上網： - 24-6.購物來改善心情或壓力感受。,4,經常,4.0
24.當你在現實生活遇到困難感到憂慮時，你會上網： - 24-7.詢問生成式AI（如ChatGPT）,4,偶爾,2.0
24.當你在現實生活遇到困難感到憂慮時，你會上網： - 24-7.詢問生成式AI（如ChatGPT）,4,從未,1.0
24.當你在現實生活遇到困難感到憂慮時，你會上網： - 24-7.詢問生成式AI（如ChatGPT）,4,有時,3.0
24.當你在現實生活遇到困難感到憂慮時，你會上網： - 24-7.詢問生成式AI（如ChatGPT）,4,經常,4.0
25-0.你有沒有社群媒體帳號？,2,有,1.0
25-0.你有沒有社群媒體帳號？,2,沒有,0.0
25. 關於你在社群媒體上的行為，以下敘述符不符合你的情況。 - 25-1.我只會發佈自己看起來高興、愉快的照片。,4,不太符合,2.0
25. 關於你在社群媒體上的行為，以下敘述符不符合你的情況。 - 25-1.我只會發佈自己看起來高興、愉快的照片。,4,不適用,0.0
25. 關於你在社群媒體上的行為，以下敘述符不符合你的情況。 - 25-1.我只會發佈自己看起來高興、愉快的照片。,4,很不符合,1.0
25. 關於你在社群媒體上的行為，以下敘述符不符合你的情況。 - 25-1.我只會發佈自己看起來高興、愉快的照片。,4,很符合,4.0
25. 關於你在社群媒體上的行為，以下敘述符不符合你的情況。 - 25-2.我會刻意選擇自己看起來好看的照片發佈。,4,不太符合,2.0
25. 關於你在社群媒體上的行為，以下敘述符不符合你的情況。 - 25-2.我會刻意選擇自己看起來好看的照片發佈。,4,不適用,0.0
25. 關於你在社群媒體上的行為，以下敘述符不符合你的情況。 - 25-2.我會刻意選擇自己看起來好看的照片發佈。,4,很不符合,1.0
25. 關於你在社群媒體上的行為，以下敘述符不符合你的情況。 - 25-2.我會刻意選擇自己看起來好看的照片發佈。,4,很符合,4.0
25. 關於你在社群媒體上的行為，以下敘述符不符合你的情況。 - 25-3.我會發佈對自己形象加分的訊息，即使那不是真實的情況。,4,不太符合,2.0
25. 關於你在社群媒體上的行為，以下敘述符不符合你的情況。 - 25-3.我會發佈對自己形象加分的訊息，即使那不是真實的情況。,4,不適用,0.0
25. 關於你在社群媒體上的行為，以下敘述符不符合你的情況。 - 25-3.我會發佈對自己形象加分的訊息，即使那不是真實的情況。,4,很不符合,1.0
25. 關於你在社群媒體上的行為，以下敘述符不符合你的情況。 - 25-3.我會發佈對自己形象加分的訊息，即使那不是真實的情況。,4,很符合,4.0
25. 關於你在社群媒體上的行為，以下敘述符不符合你的情況。 - 25-4我不會介意發佈自己不太好看的照片。,4,不太符合,2.0
25. 關於你在社群媒體上的行為，以下敘述符不符合你的情況。 - 25-4我不會介意發佈自己不太好看的照片。,4,不適用,0.0
25. 關於你在社群媒體上的行為，以下敘述符不符合你的情況。 - 25-4我不會介意發佈自己不太好看的照片。,4,很不符合,1.0
25. 關於你在社群媒體上的行為，以下敘述符不符合你的情況。 - 25-4我不會介意發佈自己不太好看的照片。,4,很符合,4.0
25. 關於你在社群媒體上的行為，以下敘述符不符合你的情況。 - 25-5我不介意發佈可能對自己形象扣分的貼文。,4,不太符合,2.0
25. 關於你在社群媒體上的行為，以下敘述符不符合你的情況。 - 25-5我不介意發佈可能對自己形象扣分的貼文。,4,不適用,0.0
25. 關於你在社群媒體上的行為，以下敘述符不符合你的情況。 - 25-5我不介意發佈可能對自己形象扣分的貼文。,4,很不符合,1.0
25. 關於你在社群媒體上的行為，以下敘述符不符合你的情況。 - 25-5我不介意發佈可能對自己形象扣分的貼文。,4,很符合,4.0
25. 關於你在社群媒體上的行為，以下敘述符不符合你的情況。 - 25-6我不介意在我的社群媒體上寫下發生在我身上的壞事。,4,不太符合,2.0
25. 關於你在社群媒體上的行為，以下敘述符不符合你的情況。 - 25-6我不介意在我的社群媒體上寫下發生在我身上的壞事。,4,不適用,0.0
25. 關於你在社群媒體上的行為，以下敘述符不符合你的情況。 - 25-6我不介意在我的社群媒體上寫下發生在我身上的壞事。,4,很不符合,1.0
25. 關於你在社群媒體上的行為，以下敘述符不符合你的情況。 - 25-6我不介意在我的社群媒體上寫下發生在我身上的壞事。,4,很符合,4.0
25. 關於你在社群媒體上的行為，以下敘述符不符合你的情況。 - 25-7.我會用不被發現的方式，瀏覽人們在網路上的訊息。,4,不太符合,2.0
25. 關於你在社群媒體上的行為，以下敘述符不符合你的情況。 - 25-7.我會用不被發現的方式，瀏覽人們在網路上的訊息。,4,不適用,0.0
25. 關於你在社群媒體上的行為，以下敘述符不符合你的情況。 - 25-7.我會用不被發現的方式，瀏覽人們在網路上的訊息。,4,很不符合,1.0
25. 關於你在社群媒體上的行為，以下敘述符不符合你的情況。 - 25-7.我會用不被發現的方式，瀏覽人們在網路上的訊息。,4,很符合,4.0
25. 關於你在社群媒體上的行為，以下敘述符不符合你的情況。 - 25-8.我會隱藏自己正在線上活動的紀錄。,4,不太符合,2.0
25. 關於你在社群媒體上的行為，以下敘述符不符合你的情況。 - 25-8.我會隱藏自己正在線上活動的紀錄。,4,不適用,0.0
25. 關於你在社群媒體上的行為，以下敘述符不符合你的情況。 - 25-8.我會隱藏自己正在線上活動的紀錄。,4,很不符合,1.0
25. 關於你在社群媒體上的行為，以下敘述符不符合你的情況。 - 25-8.我會隱藏自己正在線上活動的紀錄。,4,很符合,4.0
25. 關於你在社群媒體上的行為，以下敘述符不符合你的情況。 - 25-9.我會避免加入朋友們在社群媒體上的對話，即便我正在看著他們的訊息。,4,不太符合,2.0
25. 關於你在社群媒體上的行為，以下敘述符不符合你的情況。 - 25-9.我會避免加入朋友們在社群媒體上的對話，即便我正在看著他們的訊息。,4,不適用,0.0
25. 關於你在社群媒體上的行為，以下敘述符不符合你的情況。 - 25-9.我會避免加入朋友們在社群媒體上的對話，即便我正在看著他們的訊息。,4,很不符合,1.0
25. 關於你在社群媒體上的行為，以下敘述符不符合你的情況。 - 25-9.我會避免加入朋友們在社群媒體上的對話，即便我正在看著他們的訊息。,4,很符合,4.0
26.以下描述符不符合你的個人經驗感受呢？ - 26-1.我喜歡自己在網路上的形象。,3,不太符合,2.0
26.以下描述符不符合你的個人經驗感受呢？ - 26-1.我喜歡自己在網路上的形象。,3,很不符合,1.0
26.以下描述符不符合你的個人經驗感受呢？ - 26-1.我喜歡自己在網路上的形象。,3,很符合,4.0
26.以下描述符不符合你的個人經驗感受呢？ - 26-2.我在網路上可以表現出我最好的一面。,3,不太符合,2.0
26.以下描述符不符合你的個人經驗感受呢？ - 26-2.我在網路上可以表現出我最好的一面。,3,很不符合,1.0
26.以下描述符不符合你的個人經驗感受呢？ - 26-2.我在網路上可以表現出我最好的一面。,3,很符合,4.0
26.以下描述符不符合你的個人經驗感受呢？ - 26-3.在網路世界中我覺得自己可以成為理想的自己。,3,不太符合,2.0
26.以下描述符不符合你的個人經驗感受呢？ - 26-3.在網路世界中我覺得自己可以成為理想的自己。,3,很不符合,1.0
26.以下描述符不符合你的個人經驗感受呢？ - 26-3.在網路世界中我覺得自己可以成為理想的自己。,3,很符合,4.0
26.以下描述符不符合你的個人經驗感受呢？ - 26-4.我喜歡自己在現實生活裡的形象。,3,不太符合,2.0
26.以下描述符不符合你的個人經驗感受呢？ - 26-4.我喜歡自己在現實生活裡的形象。,3,很不符合,1.0
26.以下描述符不符合你的個人經驗感受呢？ - 26-4.我喜歡自己在現實生活裡的形象。,3,很符合,4.0
26.以下描述符不符合你的個人經驗感受呢？ - 26-5.我在現實生活裡可以表現出我最好的一面。,3,不太符合,2.0
26.以下描述符不符合你的個人經驗感受呢？ - 26-5.我在現實生活裡可以表現出我最好的一面。,3,很不符合,1.0
26.以下描述符不符合你的個人經驗感受呢？ - 26-5.我在現實生活裡可以表現出我最好的一面。,3,很符合,4.0
26.以下描述符不符合你的個人經驗感受呢？ - 26-6.在現實生活裡我覺得自己可以成為理想的自己。,3,不太符合,2.0
26.以下描述符不符合你的個人經驗感受呢？ - 26-6.在現實生活裡我覺得自己可以成為理想的自己。,3,很不符合,1.0
26.以下描述符不符合你的個人經驗感受呢？ - 26-6.在現實生活裡我覺得自己可以成為理想的自己。,3,很符合,4.0
26.以下描述符不符合你的個人經驗感受呢？ - 26-7.我在網路世界裡經常會扮演成不一樣的角色。,3,不太符合,2.0
26.以下描述符不符合你的個人經驗感受呢？ - 26-7.我在網路世界裡經常會扮演成不一樣的角色。,3,很不符合,1.0
26.以下描述符不符合你的個人經驗感受呢？ - 26-7.我在網路世界裡經常會扮演成不一樣的角色。,3,很符合,4.0
26.以下描述符不符合你的個人經驗感受呢？ - 26-8.我在不同的社群媒體中（如臉書、IG）會有不一樣的形象。,3,不太符合,2.0
26.以下描述符不符合你的個人經驗感受呢？ - 26-8.我在不同的社群媒體中（如臉書、IG）會有不一樣的形象。,3,很不符合,1.0
26.以下描述符不符合你的個人經驗感受呢？ - 26-8.我在不同的社群媒體中（如臉書、IG）會有不一樣的形象。,3,很符合,4.0
26.以下描述符不符合你的個人經驗感受呢？ - 26-9.我喜歡在網路上擁有多種不一樣的身分、形象或樣貌。,3,不太符合,2.0
26.以下描述符不符合你的個人經驗感受呢？ - 26-9.我喜歡在網路上擁有多種不一樣的身分、形象或樣貌。,3,很不符合,1.0
26.以下描述符不符合你的個人經驗感受呢？ - 26-9.我喜歡在網路上擁有多種不一樣的身分、形象或樣貌。,3,很符合,4.0
26.以下描述符不符合你的個人經驗感受呢？ - 26-10.我在網路上呈現自我的方式，與在現實生活的自我並不相同。,3,不太符合,2.0
26.以下描述符不符合你的個人經驗感受呢？ - 26-10.我在網路上呈現自我的方式，與在現實生活的自我並不相同。,3,很不符合,1.0
26.以下描述符不符合你的個人經驗感受呢？ - 26-10.我在網路上呈現自我的方式，與在現實生活的自我並不相同。,3,很符合,4.0
26.以下描述符不符合你的個人經驗感受呢？ - 26-11.我覺得我在網路世界和現實世界中是不同的人。,3,不太符合,2.0
26.以下描述符不符合你的個人經驗感受呢？ - 26-11.我覺得我在網路世界和現實世界中是不同的人。,3,很不符合,1.0
26.以下描述符不符合你的個人經驗感受呢？ - 26-11.我覺得我在網路世界和現實世界中是不同的人。,3,很符合,4.0
26.以下描述符不符合你的個人經驗感受呢？ - 26-12.我在網路世界中表現出與現實世界中截然不同的言行舉止。,3,不太符合,2.0
26.以下描述符不符合你的個人經驗感受呢？ - 26-12.我在網路世界中表現出與現實世界中截然不同的言行舉止。,3,很不符合,1.0
26.以下描述符不符合你的個人經驗感受呢？ - 26-12.我在網路世界中表現出與現實世界中截然不同的言行舉止。,3,很符合,4.0
26.以下描述符不符合你的個人經驗感受呢？ - 26-13.比起在現實生活，我覺得自己在網路上比較輕鬆自在。,3,不太符合,2.0
26.以下描述符不符合你的個人經驗感受呢？ - 26-13.比起在現實生活，我覺得自己在網路上比較輕鬆自在。,3,很不符合,1.0
26.以下描述符不符合你的個人經驗感受呢？ - 26-13.比起在現實生活，我覺得自己在網路上比較輕鬆自在。,3,很符合,4.0
26.以下描述符不符合你的個人經驗感受呢？ - 26-14.我喜歡在網路上的生活，勝過於現實中的生活。,3,不太符合,2.0
26.以下描述符不符合你的個人經驗感受呢？ - 26-14.我喜歡在網路上的生活，勝過於現實中的生活。,3,很不符合,1.0
26.以下描述符不符合你的個人經驗感受呢？ - 26-14.我喜歡在網路上的生活，勝過於現實中的生活。,3,很符合,4.0
26.以下描述符不符合你的個人經驗感受呢？ - 26-15.如果可以，我希望自己可以一直待在網路上。,3,不太符合,2.0
26.以下描述符不符合你的個人經驗感受呢？ - 26-15.如果可以，我希望自己可以一直待在網路上。,3,很不符合,1.0
26.以下描述符不符合你的個人經驗感受呢？ - 26-15.如果可以，我希望自己可以一直待在網路上。,3,很符合,4.0
27.關於你在網路上的意見表達，以下敘述你同不同意？ - 27-1.我經常會在網路上和他人比較自己在生活上獲得的成就。,4,不太同意,2.0
27.關於你在網路上的意見表達，以下敘述你同不同意？ - 27-1.我經常會在網路上和他人比較自己在生活上獲得的成就。,4,很不同意,1.0
27.關於你在網路上的意見表達，以下敘述你同不同意？ - 27-1.我經常會在網路上和他人比較自己在生活上獲得的成就。,4,很同意,4.0
27.關於你在網路上的意見表達，以下敘述你同不同意？ - 27-1.我經常會在網路上和他人比較自己在生活上獲得的成就。,4,還算同意,3.0
27.關於你在網路上的意見表達，以下敘述你同不同意？ - 27-2.我總是在網路上留意他人的表現，並和自己的表現進行比較。,4,不太同意,2.0
27.關於你在網路上的意見表達，以下敘述你同不同意？ - 27-2.我總是在網路上留意他人的表現，並和自己的表現進行比較。,4,很不同意,1.0
27.關於你在網路上的意見表達，以下敘述你同不同意？ - 27-2.我總是在網路上留意他人的表現，並和自己的表現進行比較。,4,很同意,4.0
27.關於你在網路上的意見表達，以下敘述你同不同意？ - 27-2.我總是在網路上留意他人的表現，並和自己的表現進行比較。,4,還算同意,3.0
27.關於你在網路上的意見表達，以下敘述你同不同意？ - 27-3.我經常在網路上和他人比較自己受歡迎的程度。,4,不太同意,2.0
27.關於你在網路上的意見表達，以下敘述你同不同意？ - 27-3.我經常在網路上和他人比較自己受歡迎的程度。,4,很不同意,1.0
27.關於你在網路上的意見表達，以下敘述你同不同意？ - 27-3.我經常在網路上和他人比較自己受歡迎的程度。,4,很同意,4.0
27.關於你在網路上的意見表達，以下敘述你同不同意？ - 27-3.我經常在網路上和他人比較自己受歡迎的程度。,4,還算同意,3.0
27.關於你在網路上的意見表達，以下敘述你同不同意？ - 27-4.如果我想要更瞭解某些事情，我會試著去網路上看看別人的想法。,4,不太同意,2.0
27.關於你在網路上的意見表達，以下敘述你同不同意？ - 27-4.如果我想要更瞭解某些事情，我會試著去網路上看看別人的想法。,4,很不同意,1.0
27.關於你在網路上的意見表達，以下敘述你同不同意？ - 27-4.如果我想要更瞭解某些事情，我會試著去網路上看看別人的想法。,4,很同意,4.0
27.關於你在網路上的意見表達，以下敘述你同不同意？ - 27-4.如果我想要更瞭解某些事情，我會試著去網路上看看別人的想法。,4,還算同意,3.0
27.關於你在網路上的意見表達，以下敘述你同不同意？ - 27-5.我總是好奇網路上的人們在和我遇到相同的問題時會怎麼想或怎麼做。,4,不太同意,2.0
27.關於你在網路上的意見表達，以下敘述你同不同意？ - 27-5.我總是好奇網路上的人們在和我遇到相同的問題時會怎麼想或怎麼做。,4,很不同意,1.0
27.關於你在網路上的意見表達，以下敘述你同不同意？ - 27-5.我總是好奇網路上的人們在和我遇到相同的問題時會怎麼想或怎麼做。,4,很同意,4.0
27.關於你在網路上的意見表達，以下敘述你同不同意？ - 27-5.我總是好奇網路上的人們在和我遇到相同的問題時會怎麼想或怎麼做。,4,還算同意,3.0
27.關於你在網路上的意見表達，以下敘述你同不同意？ - 27-6.我喜歡在網路上看看其他人的不同觀點和經歷。,4,不太同意,2.0
27.關於你在網路上的意見表達，以下敘述你同不同意？ - 27-6.我喜歡在網路上看看其他人的不同觀點和經歷。,4,很不同意,1.0
27.關於你在網路上的意見表達，以下敘述你同不同意？ - 27-6.我喜歡在網路上看看其他人的不同觀點和經歷。,4,很同意,4.0
27.關於你在網路上的意見表達，以下敘述你同不同意？ - 27-6.我喜歡在網路上看看其他人的不同觀點和經歷。,4,還算同意,3.0
28.你同不同意以下說法？ - 28-1.沒跟上朋友們在網路上聊天或開玩笑的話題，會讓我感到很焦慮。,4,不太同意,2.0
28.你同不同意以下說法？ - 28-1.沒跟上朋友們在網路上聊天或開玩笑的話題，會讓我感到很焦慮。,4,很不同意,1.0
28.你同不同意以下說法？ - 28-1.沒跟上朋友們在網路上聊天或開玩笑的話題，會讓我感到很焦慮。,4,很同意,4.0
28.你同不同意以下說法？ - 28-1.沒跟上朋友們在網路上聊天或開玩笑的話題，會讓我感到很焦慮。,4,還算同意,3.0
28.你同不同意以下說法？ - 28-2.錯過和朋友們在網路上的聚會，會讓我感到很困擾。,4,不太同意,2.0
28.你同不同意以下說法？ - 28-2.錯過和朋友們在網路上的聚會，會讓我感到很困擾。,4,很不同意,1.0
28.你同不同意以下說法？ - 28-2.錯過和朋友們在網路上的聚會，會讓我感到很困擾。,4,很同意,4.0
28.你同不同意以下說法？ - 28-2.錯過和朋友們在網路上的聚會，會讓我感到很困擾。,4,還算同意,3.0
28.你同不同意以下說法？ - 28-3.我會隨時透過網路追蹤朋友們的行蹤和做的事情,4,不太同意,2.0
