student_id,ip_out_online_friend,ip_in_online_friend,ip_out_online_enemy,ip_in_online_enemy,ip_out_offline_friend,ip_in_offline_friend,ip_out_offline_enemy,ip_in_offline_enemy,ip_out_friend_total,ip_out_enemy_total,ip_in_friend_total,ip_in_enemy_total,ip_sent_like_ratio,ip_received_like_ratio,ip_sent_net,ip_received_net,ip_out_friend_online_minus_offline,ip_out_enemy_online_minus_offline,ip_in_friend_online_minus_offline,ip_in_enemy_online_minus_offline,ip_class_size,ip_class_size_minus1,ip_out_online_friend_rate_class,ip_in_online_friend_rate_class,ip_out_online_enemy_rate_class,ip_in_online_enemy_rate_class,ip_out_offline_friend_rate_class,ip_in_offline_friend_rate_class,ip_out_offline_enemy_rate_class,ip_in_offline_enemy_rate_class,ip_out_friend_total_rate_class,ip_out_enemy_total_rate_class,ip_in_friend_total_rate_class,ip_in_enemy_total_rate_class,ip_out_friend_online_minus_offline_rate_class,ip_out_enemy_online_minus_offline_rate_class,ip_in_friend_online_minus_offline_rate_class,ip_in_enemy_online_minus_offline_rate_class,ip_reciprocal_friend_count,ip_reciprocal_enemy_count,ip_liked_by_me_but_enemy_to_me_count,ip_enemy_by_me_but_likes_me_count,ip_same_target_friend_and_enemy_count,ip_reciprocal_friend_count_rate_class,ip_reciprocal_enemy_count_rate_class,ip_liked_by_me_but_enemy_to_me_count_rate_class,ip_enemy_by_me_but_likes_me_count_rate_class,ip_same_target_friend_and_enemy_count_rate_class
s112014517062,5.0,5.0,3.0,6.0,5.0,6.0,3.0,8.0,10.0,6.0,11.0,14.0,0.6249999999609375,0.4399999999824,4.0,-3.0,0.0,0.0,-1.0,-2.0,20.0,19.0,0.2631578947368421,0.2631578947368421,0.15789473684210525,0.3157894736842105,0.2631578947368421,0.3157894736842105,0.15789473684210525,0.42105263157894735,0.5263157894736842,0.3157894736842105,0.5789473684210527,0.7368421052631579,0.0,0.0,-0.05263157894736842,-0.10526315789473684,5.0,3.0,0.0,0.0,0.0,0.2631578947368421,0.15789473684210525,0.0,0.0,0.0
s112014517064,2.0,7.0,0.0,0.0,2.0,7.0,0.0,0.0,4.0,0.0,14.0,0.0,0.99999999975,0.9999999999285715,4.0,14.0,0.0,0.0,0.0,0.0,20.0,19.0,0.10526315789473684,0.3684210526315789,0.0,0.0,0.10526315789473684,0.3684210526315789,0.0,0.0,0.21052631578947367,0.0,0.7368421052631579,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.0,0.0,0.0,0.0
s112014517065,3.0,0.0,5.0,6.0,3.0,0.0,5.0,7.0,6.0,10.0,0.0,13.0,0.3749999999765625,0.0,-4.0,-13.0,0.0,0.0,0.0,-1.0,20.0,19.0,0.15789473684210525,0.0,0.2631578947368421,0.3157894736842105,0.15789473684210525,0.0,0.2631578947368421,0.3684210526315789,0.3157894736842105,0.5263157894736842,0.0,0.6842105263157895,0.0,0.0,0.0,-0.05263157894736842,0.0,3.0,2.0,0.0,0.0,0.0,0.15789473684210525,0.10526315789473684,0.0,0.0
s112014517067,2.0,3.0,0.0,0.0,5.0,3.0,0.0,0.0,7.0,0.0,6.0,0.0,0.9999999998571428,0.9999999998333333,7.0,6.0,-3.0,0.0,0.0,0.0,20.0,19.0,0.10526315789473684,0.15789473684210525,0.0,0.0,0.2631578947368421,0.15789473684210525,0.0,0.0,0.3684210526315789,0.0,0.3157894736842105,0.0,-0.15789473684210525,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0
s112014517068,4.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,8.0,0.0,5.0,0.0,0.999999999875,0.9999999998,8.0,5.0,0.0,0.0,-3.0,0.0,20.0,19.0,0.21052631578947367,0.05263157894736842,0.0,0.0,0.21052631578947367,0.21052631578947367,0.0,0.0,0.42105263157894735,0.0,0.2631578947368421,0.0,0.0,0.0,-0.15789473684210525,0.0,2.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0
s112014517069,3.0,3.0,1.0,1.0,3.0,5.0,3.0,1.0,6.0,4.0,8.0,2.0,0.59999999994,0.79999999992,2.0,6.0,0.0,-2.0,-2.0,0.0,20.0,19.0,0.15789473684210525,0.15789473684210525,0.05263157894736842,0.05263157894736842,0.15789473684210525,0.2631578947368421,0.15789473684210525,0.05263157894736842,0.3157894736842105,0.21052631578947367,0.42105263157894735,0.10526315789473684,0.0,-0.10526315789473684,-0.10526315789473684,0.0,3.0,1.0,0.0,0.0,0.0,0.15789473684210525,0.05263157894736842,0.0,0.0,0.0
s112014517071,3.0,2.0,4.0,1.0,4.0,2.0,4.0,1.0,7.0,8.0,4.0,2.0,0.46666666663555556,0.6666666665555555,-1.0,2.0,-1.0,0.0,0.0,0.0,20.0,19.0,0.15789473684210525,0.10526315789473684,0.21052631578947367,0.05263157894736842,0.21052631578947367,0.10526315789473684,0.21052631578947367,0.05263157894736842,0.3684210526315789,0.42105263157894735,0.21052631578947367,0.10526315789473684,-0.05263157894736842,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0
s112014517072,3.0,4.0,2.0,0.0,5.0,4.0,1.0,0.0,8.0,3.0,8.0,0.0,0.7272727272066115,0.999999999875,5.0,8.0,-2.0,1.0,0.0,0.0,20.0,19.0,0.15789473684210525,0.21052631578947367,0.10526315789473684,0.0,0.2631578947368421,0.21052631578947367,0.05263157894736842,0.0,0.42105263157894735,0.15789473684210525,0.42105263157894735,0.0,-0.10526315789473684,0.05263157894736842,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.0,0.0,0.0,0.0
s112014517073,5.0,4.0,1.0,1.0,5.0,4.0,1.0,2.0,10.0,2.0,8.0,3.0,0.8333333332638889,0.7272727272066115,8.0,5.0,0.0,0.0,0.0,-1.0,20.0,19.0,0.2631578947368421,0.21052631578947367,0.05263157894736842,0.05263157894736842,0.2631578947368421,0.21052631578947367,0.05263157894736842,0.10526315789473684,0.5263157894736842,0.10526315789473684,0.42105263157894735,0.15789473684210525,0.0,0.0,0.0,-0.05263157894736842,4.0,1.0,0.0,0.0,0.0,0.21052631578947367,0.05263157894736842,0.0,0.0,0.0
s112014517074,2.0,0.0,1.0,0.0,2.0,3.0,2.0,0.0,4.0,3.0,3.0,0.0,0.5714285713469388,0.9999999996666666,1.0,3.0,0.0,-1.0,-3.0,0.0,20.0,19.0,0.10526315789473684,0.0,0.05263157894736842,0.0,0.10526315789473684,0.15789473684210525,0.10526315789473684,0.0,0.21052631578947367,0.15789473684210525,0.15789473684210525,0.0,0.0,-0.05263157894736842,-0.15789473684210525,0.0,2.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0
s112014517075,3.0,4.0,1.0,1.0,3.0,5.0,1.0,1.0,6.0,2.0,9.0,2.0,0.74999999990625,0.8181818181074381,4.0,7.0,0.0,0.0,-1.0,0.0,20.0,19.0,0.15789473684210525,0.21052631578947367,0.05263157894736842,0.05263157894736842,0.15789473684210525,0.2631578947368421,0.05263157894736842,0.05263157894736842,0.3157894736842105,0.10526315789473684,0.47368421052631576,0.10526315789473684,0.0,0.0,-0.05263157894736842,0.0,3.0,1.0,0.0,0.0,0.0,0.15789473684210525,0.05263157894736842,0.0,0.0,0.0
s112014517076,0.0,2.0,0.0,0.0,3.0,2.0,2.0,0.0,3.0,2.0,4.0,0.0,0.59999999988,0.99999999975,1.0,4.0,-3.0,-2.0,0.0,0.0,20.0,19.0,0.0,0.10526315789473684,0.0,0.0,0.15789473684210525,0.10526315789473684,0.10526315789473684,0.0,0.15789473684210525,0.10526315789473684,0.21052631578947367,0.0,-0.15789473684210525,-0.10526315789473684,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0
s112014517077,3.0,1.0,5.0,1.0,3.0,1.0,5.0,2.0,6.0,10.0,2.0,3.0,0.3749999999765625,0.39999999992,-4.0,-1.0,0.0,0.0,0.0,-1.0,20.0,19.0,0.15789473684210525,0.05263157894736842,0.2631578947368421,0.05263157894736842,0.15789473684210525,0.05263157894736842,0.2631578947368421,0.10526315789473684,0.3157894736842105,0.5263157894736842,0.10526315789473684,0.15789473684210525,0.0,0.0,0.0,-0.05263157894736842,1.0,1.0,0.0,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0
s112014517078,3.0,0.0,1.0,1.0,3.0,1.0,4.0,1.0,6.0,5.0,1.0,2.0,0.5454545454049586,0.3333333332222222,1.0,-1.0,0.0,-3.0,-1.0,0.0,20.0,19.0,0.15789473684210525,0.0,0.05263157894736842,0.05263157894736842,0.15789473684210525,0.05263157894736842,0.21052631578947367,0.05263157894736842,0.3157894736842105,0.2631578947368421,0.05263157894736842,0.10526315789473684,0.0,-0.15789473684210525,-0.05263157894736842,0.0,1.0,1.0,0.0,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0
s112014518024,4.0,3.0,1.0,2.0,3.0,4.0,1.0,1.0,7.0,2.0,7.0,3.0,0.777777777691358,0.69999999993,5.0,4.0,1.0,0.0,-1.0,1.0,13.0,12.0,0.3333333333333333,0.25,0.08333333333333333,0.16666666666666666,0.25,0.3333333333333333,0.08333333333333333,0.08333333333333333,0.5833333333333334,0.16666666666666666,0.5833333333333334,0.25,0.08333333333333333,0.0,-0.08333333333333333,0.08333333333333333,3.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0
s112014518026,4.0,5.0,0.0,0.0,4.0,7.0,0.0,0.0,8.0,0.0,12.0,0.0,0.999999999875,0.9999999999166667,8.0,12.0,0.0,0.0,-2.0,0.0,13.0,12.0,0.3333333333333333,0.4166666666666667,0.0,0.0,0.3333333333333333,0.5833333333333334,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,-0.16666666666666666,0.0,3.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0
s112014518028,4.0,3.0,1.0,0.0,5.0,2.0,0.0,0.0,9.0,1.0,5.0,0.0,0.89999999991,0.9999999998,8.0,5.0,-1.0,1.0,1.0,0.0,13.0,12.0,0.3333333333333333,0.25,0.08333333333333333,0.0,0.4166666666666667,0.16666666666666666,0.0,0.0,0.75,0.08333333333333333,0.4166666666666667,0.0,-0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,2.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0
s112014518029,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,6.0,0.0,2.0,0.0,0.9999999998333333,0.9999999995,6.0,2.0,0.0,0.0,0.0,0.0,13.0,12.0,0.25,0.08333333333333333,0.0,0.0,0.25,0.08333333333333333,0.0,0.0,0.5,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0
s112014518030,2.0,3.0,0.0,0.0,3.0,5.0,2.0,0.0,5.0,2.0,8.0,0.0,0.7142857141836735,0.999999999875,3.0,8.0,-1.0,-2.0,-2.0,0.0,13.0,12.0,0.16666666666666666,0.25,0.0,0.0,0.25,0.4166666666666667,0.16666666666666666,0.0,0.4166666666666667,0.16666666666666666,0.6666666666666666,0.0,-0.08333333333333333,-0.16666666666666666,-0.16666666666666666,0.0,3.0,0.0,0.0,1.0,0.0,0.25,0.0,0.0,0.08333333333333333,0.0
s112014518032,3.0,2.0,0.0,0.0,5.0,2.0,2.0,1.0,8.0,2.0,4.0,1.0,0.79999999992,0.79999999984,6.0,3.0,-2.0,-2.0,0.0,-1.0,13.0,12.0,0.25,0.16666666666666666,0.0,0.0,0.4166666666666667,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.08333333333333333,-0.16666666666666666,-0.16666666666666666,0.0,-0.08333333333333333,2.0,0.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.08333333333333333,0.0,0.0
s112014518033,3.0,4.0,0.0,0.0,3.0,5.0,0.0,0.0,6.0,0.0,9.0,0.0,0.9999999998333333,0.9999999998888889,6.0,9.0,0.0,0.0,-1.0,0.0,13.0,12.0,0.25,0.3333333333333333,0.0,0.0,0.25,0.4166666666666667,0.0,0.0,0.5,0.0,0.75,0.0,0.0,0.0,-0.08333333333333333,0.0,4.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
s112014518034,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,3.0,2.0,3.0,0.0,0.59999999988,0.9999999996666666,1.0,3.0,-1.0,0.0,-1.0,0.0,13.0,12.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.0,0.25,0.16666666666666666,0.25,0.0,-0.08333333333333333,0.0,-0.08333333333333333,0.0,2.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0
s112014518037,1.0,3.0,1.0,0.0,3.0,3.0,0.0,1.0,4.0,1.0,6.0,1.0,0.79999999984,0.8571428570204082,3.0,5.0,-2.0,1.0,0.0,-1.0,13.0,12.0,0.08333333333333333,0.25,0.08333333333333333,0.0,0.25,0.25,0.0,0.08333333333333333,0.3333333333333333,0.08333333333333333,0.5,0.08333333333333333,-0.16666666666666666,0.08333333333333333,0.0,-0.08333333333333333,1.0,0.0,0.0,0.0,1.0,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333
s112014518040,2.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,4.0,0.0,6.0,0.0,0.99999999975,0.9999999998333333,4.0,6.0,0.0,0.0,0.0,0.0,13.0,12.0,0.16666666666666666,0.25,0.0,0.0,0.16666666666666666,0.25,0.0,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0
s112014518041,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,0.99999999975,0.9999999996666666,4.0,3.0,0.0,0.0,1.0,0.0,13.0,12.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.0,0.0,0.0,0.08333333333333333,0.0,2.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0
s112014518042,4.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,5.0,0.0,6.0,0.0,0.9999999998,0.9999999998333333,5.0,6.0,3.0,0.0,0.0,0.0,13.0,12.0,0.3333333333333333,0.25,0.0,0.0,0.08333333333333333,0.25,0.0,0.0,0.4166666666666667,0.0,0.5,0.0,0.25,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0
s112014518043,1.0,1.0,0.0,2.0,3.0,1.0,0.0,3.0,4.0,0.0,2.0,5.0,0.99999999975,0.2857142856734694,4.0,-3.0,-2.0,0.0,0.0,-1.0,13.0,12.0,0.08333333333333333,0.08333333333333333,0.0,0.16666666666666666,0.25,0.08333333333333333,0.0,0.25,0.3333333333333333,0.0,0.16666666666666666,0.4166666666666667,-0.16666666666666666,0.0,0.0,-0.08333333333333333,1.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0
s112014518046,4.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,8.0,0.0,6.0,0.0,0.999999999875,0.9999999998333333,8.0,6.0,0.0,0.0,-2.0,0.0,17.0,16.0,0.25,0.125,0.0,0.0,0.25,0.25,0.0,0.0,0.5,0.0,0.375,0.0,0.0,0.0,-0.125,0.0,3.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0
s112014518048,4.0,6.0,0.0,0.0,4.0,6.0,0.0,0.0,8.0,0.0,12.0,0.0,0.999999999875,0.9999999999166667,8.0,12.0,0.0,0.0,0.0,0.0,17.0,16.0,0.25,0.375,0.0,0.0,0.25,0.375,0.0,0.0,0.5,0.0,0.75,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0
s112014518049,4.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,5.0,0.0,10.0,0.0,0.9999999998,0.9999999999,5.0,10.0,3.0,0.0,2.0,0.0,17.0,16.0,0.25,0.375,0.0,0.0,0.0625,0.25,0.0,0.0,0.3125,0.0,0.625,0.0,0.1875,0.0,0.125,0.0,4.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0
s112014518050,5.0,3.0,3.0,1.0,5.0,3.0,3.0,1.0,10.0,6.0,6.0,2.0,0.6249999999609375,0.74999999990625,4.0,4.0,0.0,0.0,0.0,0.0,17.0,16.0,0.3125,0.1875,0.1875,0.0625,0.3125,0.1875,0.1875,0.0625,0.625,0.375,0.375,0.125,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.125,0.0625,0.0,0.0625,0.0
s112014518052,0.0,6.0,0.0,1.0,3.0,5.0,0.0,1.0,3.0,0.0,11.0,2.0,0.9999999996666666,0.8461538460887574,3.0,9.0,-3.0,0.0,1.0,0.0,17.0,16.0,0.0,0.375,0.0,0.0625,0.1875,0.3125,0.0,0.0625,0.1875,0.0,0.6875,0.125,-0.1875,0.0,0.0625,0.0,3.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0
s112014518053,4.0,5.0,1.0,1.0,4.0,6.0,1.0,1.0,8.0,2.0,11.0,2.0,0.79999999992,0.8461538460887574,6.0,9.0,0.0,0.0,-1.0,0.0,17.0,16.0,0.25,0.3125,0.0625,0.0625,0.25,0.375,0.0625,0.0625,0.5,0.125,0.6875,0.125,0.0,0.0,-0.0625,0.0,3.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0
s112014518054,4.0,1.0,4.0,0.0,4.0,0.0,2.0,0.0,8.0,6.0,1.0,0.0,0.571428571387755,0.9999999989999999,2.0,1.0,0.0,2.0,1.0,0.0,17.0,16.0,0.25,0.0625,0.25,0.0,0.25,0.0,0.125,0.0,0.5,0.375,0.0625,0.0,0.0,0.125,0.0625,0.0,1.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0
s112014518055,4.0,6.0,0.0,0.0,4.0,8.0,0.0,0.0,8.0,0.0,14.0,0.0,0.999999999875,0.9999999999285715,8.0,14.0,0.0,0.0,-2.0,0.0,17.0,16.0,0.25,0.375,0.0,0.0,0.25,0.5,0.0,0.0,0.5,0.0,0.875,0.0,0.0,0.0,-0.125,0.0,4.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0
s112014518056,0.0,2.0,4.0,4.0,0.0,1.0,4.0,5.0,0.0,8.0,3.0,9.0,0.0,0.24999999997916666,-8.0,-6.0,0.0,0.0,1.0,-1.0,17.0,16.0,0.0,0.125,0.25,0.25,0.0,0.0625,0.25,0.3125,0.0,0.5,0.1875,0.5625,0.0,0.0,0.0625,-0.0625,0.0,1.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0
s112014518057,5.0,5.0,1.0,0.0,5.0,8.0,1.0,0.0,10.0,2.0,13.0,0.0,0.8333333332638889,0.9999999999230769,8.0,13.0,0.0,0.0,-3.0,0.0,17.0,16.0,0.3125,0.3125,0.0625,0.0,0.3125,0.5,0.0625,0.0,0.625,0.125,0.8125,0.0,0.0,0.0,-0.1875,0.0,5.0,0.0,0.0,1.0,1.0,0.3125,0.0,0.0,0.0625,0.0625
s112014518058,4.0,1.0,0.0,1.0,5.0,1.0,0.0,1.0,9.0,0.0,2.0,2.0,0.9999999998888889,0.499999999875,9.0,0.0,-1.0,0.0,0.0,0.0,17.0,16.0,0.25,0.0625,0.0,0.0625,0.3125,0.0625,0.0,0.0625,0.5625,0.0,0.125,0.125,-0.0625,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0625,0.0,0.0625,0.0,0.0
s112014518063,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,1.0,17.0,16.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s112014518064,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,0.499999999875,0.39999999992,0.0,-1.0,0.0,0.0,0.0,1.0,17.0,16.0,0.0625,0.0625,0.0625,0.125,0.0625,0.0625,0.0625,0.0625,0.125,0.125,0.125,0.1875,0.0,0.0,0.0,0.0625,1.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0
s112014518065,5.0,1.0,0.0,1.0,5.0,1.0,0.0,1.0,10.0,0.0,2.0,2.0,0.9999999999,0.499999999875,10.0,0.0,0.0,0.0,0.0,0.0,17.0,16.0,0.3125,0.0625,0.0,0.0625,0.3125,0.0625,0.0,0.0625,0.625,0.0,0.125,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0
s112014518066,5.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,10.0,4.0,4.0,2.0,0.7142857142346939,0.6666666665555555,6.0,2.0,0.0,0.0,0.0,0.0,17.0,16.0,0.3125,0.125,0.125,0.0625,0.3125,0.125,0.125,0.0625,0.625,0.25,0.25,0.125,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0
s113014518003,2.0,4.0,1.0,2.0,4.0,6.0,1.0,1.0,6.0,2.0,10.0,3.0,0.74999999990625,0.7692307691715976,4.0,7.0,-2.0,0.0,-2.0,1.0,17.0,16.0,0.125,0.25,0.0625,0.125,0.25,0.375,0.0625,0.0625,0.375,0.125,0.625,0.1875,-0.125,0.0,-0.125,0.0625,3.0,0.0,1.0,0.0,0.0,0.1875,0.0,0.0625,0.0,0.0
s113014518006,4.0,4.0,1.0,1.0,5.0,3.0,1.0,1.0,9.0,2.0,7.0,2.0,0.8181818181074381,0.777777777691358,7.0,5.0,-1.0,0.0,1.0,0.0,17.0,16.0,0.25,0.25,0.0625,0.0625,0.3125,0.1875,0.0625,0.0625,0.5625,0.125,0.4375,0.125,-0.0625,0.0,0.0625,0.0,3.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0
s112014524024,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.9999999995,0.3333333332222222,2.0,-1.0,0.0,0.0,1.0,0.0,5.0,4.0,0.25,0.25,0.0,0.25,0.25,0.0,0.0,0.25,0.5,0.0,0.25,0.5,0.0,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0
s112014524026,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.9999999989999999,0.0,1.0,-2.0,-1.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.5,-0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0
s112014524027,1.0,2.0,1.0,0.0,1.0,3.0,1.0,0.0,2.0,2.0,5.0,0.0,0.499999999875,0.9999999998,0.0,5.0,0.0,0.0,-1.0,0.0,5.0,4.0,0.25,0.5,0.25,0.0,0.25,0.75,0.25,0.0,0.5,0.5,1.25,0.0,0.0,0.0,-0.25,0.0,2.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.25,0.0
s112014524035,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.499999999875,0.9999999989999999,0.0,1.0,0.0,0.0,-1.0,0.0,5.0,4.0,0.25,0.0,0.25,0.0,0.25,0.25,0.25,0.0,0.5,0.5,0.25,0.0,0.0,0.0,-0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0
s112014524050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s112014524054,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.9999999989999999,0.6666666664444444,1.0,1.0,-1.0,0.0,0.0,-1.0,7.0,6.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,-0.16666666666666666,0.0,0.0,-0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0
s112014524055,1.0,0.0,2.0,3.0,1.0,1.0,2.0,5.0,2.0,4.0,1.0,8.0,0.33333333327777775,0.11111111109876542,-2.0,-7.0,0.0,0.0,-1.0,-2.0,7.0,6.0,0.16666666666666666,0.0,0.3333333333333333,0.5,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.16666666666666666,1.3333333333333333,0.0,0.0,-0.16666666666666666,-0.3333333333333333,1.0,2.0,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0
s112014524064,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,-2.0,-4.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0
s112014524066,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,-1.0,0.0,0.0,7.0,6.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,-0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s112014524068,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.499999999875,0.9999999995,0.0,2.0,0.0,0.0,0.0,0.0,7.0,6.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0
s112014524070,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,0.49999999991666666,0.499999999875,0.0,0.0,-1.0,-1.0,0.0,0.0,7.0,6.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.5,0.5,0.3333333333333333,0.3333333333333333,-0.16666666666666666,-0.16666666666666666,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0
