student_id,class_source_raw,class_numeric_final,parse_method,conversion_stage
s112054505078,八年五班,805,grade_year_class_pattern,grade_year_class_pattern
s112054505080,八年五班,805,grade_year_class_pattern,grade_year_class_pattern
s113054505004,八年五班,805,grade_year_class_pattern,grade_year_class_pattern
s112054523041,八年孝班,5452301,unparsed,school_label_encoded_fallback
s112054523042,八年孝班,5452301,unparsed,school_label_encoded_fallback
s112054523043,八年孝班,5452301,unparsed,school_label_encoded_fallback
s112054523044,八年孝班,5452301,unparsed,school_label_encoded_fallback
s112054523045,八年孝班,5452301,unparsed,school_label_encoded_fallback
s112054523046,八年孝班,5452301,unparsed,school_label_encoded_fallback
s112054523047,八年孝班,5452301,unparsed,school_label_encoded_fallback
s112054523048,八年孝班,5452301,unparsed,school_label_encoded_fallback
s112054523049,八年孝班,5452301,unparsed,school_label_encoded_fallback
s112054523050,八年孝班,5452301,unparsed,school_label_encoded_fallback
s112054523051,八年孝班,5452301,unparsed,school_label_encoded_fallback
s112054523053,八年孝班,5452301,unparsed,school_label_encoded_fallback
s112054523055,八年孝班,5452301,unparsed,school_label_encoded_fallback
s113054523005,八年孝班,5452301,unparsed,school_label_encoded_fallback
s112054523024,八年忠班,5452302,unparsed,school_label_encoded_fallback
s112054523025,八年忠班,5452302,unparsed,school_label_encoded_fallback
s112054523026,八年忠班,5452302,unparsed,school_label_encoded_fallback
s112054523027,八年忠班,5452302,unparsed,school_label_encoded_fallback
s112054523028,八年忠班,5452302,unparsed,school_label_encoded_fallback
s112054523029,八年忠班,5452302,unparsed,school_label_encoded_fallback
s112054523030,八年忠班,5452302,unparsed,school_label_encoded_fallback
s112054523031,八年忠班,5452302,unparsed,school_label_encoded_fallback
s112054523032,八年忠班,5452302,unparsed,school_label_encoded_fallback
s112054523034,八年忠班,5452302,unparsed,school_label_encoded_fallback
s112054523035,八年忠班,5452302,unparsed,school_label_encoded_fallback
s112054523036,八年忠班,5452302,unparsed,school_label_encoded_fallback
s112054523037,八年忠班,5452302,unparsed,school_label_encoded_fallback
s112054523038,八年忠班,5452302,unparsed,school_label_encoded_fallback
s113054523003,八年忠班,5452302,unparsed,school_label_encoded_fallback
s113054523004,八年忠班,5452302,unparsed,school_label_encoded_fallback
s112060323074,802,802,numeric_integer,numeric_integer
s112060323075,802,802,numeric_integer,numeric_integer
s112060323076,802,802,numeric_integer,numeric_integer
s112060323077,802,802,numeric_integer,numeric_integer
s112060323078,802,802,numeric_integer,numeric_integer
s112060323079,802,802,numeric_integer,numeric_integer
s112060323080,802,802,numeric_integer,numeric_integer
s112060323081,802,802,numeric_integer,numeric_integer
s112060323082,802,802,numeric_integer,numeric_integer
s112060323083,802,802,numeric_integer,numeric_integer
s112060323084,802,802,numeric_integer,numeric_integer
s112060323085,802,802,numeric_integer,numeric_integer
s112060323086,802,802,numeric_integer,numeric_integer
s112060323087,802,802,numeric_integer,numeric_integer
s112060323088,802,802,numeric_integer,numeric_integer
s112060323089,802,802,numeric_integer,numeric_integer
s112060323090,802,802,numeric_integer,numeric_integer
s112060323091,802,802,numeric_integer,numeric_integer
s112060323093,802,802,numeric_integer,numeric_integer
s112060323094,802,802,numeric_integer,numeric_integer
s112060323095,802,802,numeric_integer,numeric_integer
s112060323096,802,802,numeric_integer,numeric_integer
s112060323097,802,802,numeric_integer,numeric_integer
s112060323098,802,802,numeric_integer,numeric_integer
s112060323099,802,802,numeric_integer,numeric_integer
s112060323100,802,802,numeric_integer,numeric_integer
s112060323101,802,802,numeric_integer,numeric_integer
s112060323102,802,802,numeric_integer,numeric_integer
s113060323003,802,802,numeric_integer,numeric_integer
s112060323105,804,804,numeric_integer,numeric_integer
s112060323106,804,804,numeric_integer,numeric_integer
s112060323107,804,804,numeric_integer,numeric_integer
s112060323108,804,804,numeric_integer,numeric_integer
s112060323109,804,804,numeric_integer,numeric_integer
s112060323110,804,804,numeric_integer,numeric_integer
s112060323111,804,804,numeric_integer,numeric_integer
s112060323112,804,804,numeric_integer,numeric_integer
s112060323113,804,804,numeric_integer,numeric_integer
s112060323114,804,804,numeric_integer,numeric_integer
s112060323115,804,804,numeric_integer,numeric_integer
s112060323116,804,804,numeric_integer,numeric_integer
s112060323117,804,804,numeric_integer,numeric_integer
s112060323118,804,804,numeric_integer,numeric_integer
s112060323119,804,804,numeric_integer,numeric_integer
s112060323121,804,804,numeric_integer,numeric_integer
s112060323122,804,804,numeric_integer,numeric_integer
s112060323123,804,804,numeric_integer,numeric_integer
s112060323124,804,804,numeric_integer,numeric_integer
s112060323125,804,804,numeric_integer,numeric_integer
s112060323126,804,804,numeric_integer,numeric_integer
s112060323127,804,804,numeric_integer,numeric_integer
s112060323128,804,804,numeric_integer,numeric_integer
s112060323129,804,804,numeric_integer,numeric_integer
s112060323130,804,804,numeric_integer,numeric_integer
s112060323131,804,804,numeric_integer,numeric_integer
s112060323132,804,804,numeric_integer,numeric_integer
s113060323004,804,804,numeric_integer,numeric_integer
s113060323005,804,804,numeric_integer,numeric_integer
s113060323006,804,804,numeric_integer,numeric_integer
s112060323092,804,804,numeric_integer,numeric_integer
s112061313068,Y217,217,alnum_trailing_digits,alnum_trailing_digits
s112061313069,Y217,217,alnum_trailing_digits,alnum_trailing_digits
s112061313070,Y217,217,alnum_trailing_digits,alnum_trailing_digits
s112061313071,Y217,217,alnum_trailing_digits,alnum_trailing_digits
s112061313072,Y217,217,alnum_trailing_digits,alnum_trailing_digits
s112061313073,Y217,217,alnum_trailing_digits,alnum_trailing_digits
s112061313074,Y217,217,alnum_trailing_digits,alnum_trailing_digits
s112061313075,Y217,217,alnum_trailing_digits,alnum_trailing_digits
s112061313076,Y217,217,alnum_trailing_digits,alnum_trailing_digits
s112061313077,Y217,217,alnum_trailing_digits,alnum_trailing_digits
s112061313078,Y217,217,alnum_trailing_digits,alnum_trailing_digits
s112061313079,Y217,217,alnum_trailing_digits,alnum_trailing_digits
s112061313080,Y217,217,alnum_trailing_digits,alnum_trailing_digits
s112061313081,Y217,217,alnum_trailing_digits,alnum_trailing_digits
s112061313082,Y217,217,alnum_trailing_digits,alnum_trailing_digits
s112061313083,Y217,217,alnum_trailing_digits,alnum_trailing_digits
s112061313085,Y217,217,alnum_trailing_digits,alnum_trailing_digits
s112061313086,Y217,217,alnum_trailing_digits,alnum_trailing_digits
s112061313087,Y217,217,alnum_trailing_digits,alnum_trailing_digits
s112061313088,Y217,217,alnum_trailing_digits,alnum_trailing_digits
s112061313089,Y217,217,alnum_trailing_digits,alnum_trailing_digits
s112061313090,Y217,217,alnum_trailing_digits,alnum_trailing_digits
s112061313092,Y217,217,alnum_trailing_digits,alnum_trailing_digits
s112061313093,Y217,217,alnum_trailing_digits,alnum_trailing_digits
s112061313094,Y217,217,alnum_trailing_digits,alnum_trailing_digits
s112061313095,Y217,217,alnum_trailing_digits,alnum_trailing_digits
s112061313096,Y217,217,alnum_trailing_digits,alnum_trailing_digits
s112061313097,Y217,217,alnum_trailing_digits,alnum_trailing_digits
s112061313098,Y217,217,alnum_trailing_digits,alnum_trailing_digits
s112061313099,Y217,217,alnum_trailing_digits,alnum_trailing_digits
s112061313100,Y217,217,alnum_trailing_digits,alnum_trailing_digits
s112061313101,Y217,217,alnum_trailing_digits,alnum_trailing_digits
s112061313102,Y217,217,alnum_trailing_digits,alnum_trailing_digits
s112061313103,Y217,217,alnum_trailing_digits,alnum_trailing_digits
s112061313104,Y217,217,alnum_trailing_digits,alnum_trailing_digits
s112061313105,Y217,217,alnum_trailing_digits,alnum_trailing_digits
s112061313106,Y217,217,alnum_trailing_digits,alnum_trailing_digits
s112061313107,Y217,217,alnum_trailing_digits,alnum_trailing_digits
s112061313108,Y217,217,alnum_trailing_digits,alnum_trailing_digits
s112061313024,Y27,27,alnum_trailing_digits,alnum_trailing_digits
s112061313025,Y27,27,alnum_trailing_digits,alnum_trailing_digits
s112061313026,Y27,27,alnum_trailing_digits,alnum_trailing_digits
s112061313027,Y27,27,alnum_trailing_digits,alnum_trailing_digits
s112061313029,Y27,27,alnum_trailing_digits,alnum_trailing_digits
s112061313030,Y27,27,alnum_trailing_digits,alnum_trailing_digits
s112061313031,Y27,27,alnum_trailing_digits,alnum_trailing_digits
s112061313032,Y27,27,alnum_trailing_digits,alnum_trailing_digits
s112061313033,Y27,27,alnum_trailing_digits,alnum_trailing_digits
s112061313034,Y27,27,alnum_trailing_digits,alnum_trailing_digits
s112061313035,Y27,27,alnum_trailing_digits,alnum_trailing_digits
s112061313036,Y27,27,alnum_trailing_digits,alnum_trailing_digits
s112061313037,Y27,27,alnum_trailing_digits,alnum_trailing_digits
s112061313038,Y27,27,alnum_trailing_digits,alnum_trailing_digits
s112061313039,Y27,27,alnum_trailing_digits,alnum_trailing_digits
s112061313040,Y27,27,alnum_trailing_digits,alnum_trailing_digits
s112061313041,Y27,27,alnum_trailing_digits,alnum_trailing_digits
s112061313042,Y27,27,alnum_trailing_digits,alnum_trailing_digits
s112061313043,Y27,27,alnum_trailing_digits,alnum_trailing_digits
s112061313044,Y27,27,alnum_trailing_digits,alnum_trailing_digits
s112061313045,Y27,27,alnum_trailing_digits,alnum_trailing_digits
s112061313047,Y27,27,alnum_trailing_digits,alnum_trailing_digits
s112061313048,Y27,27,alnum_trailing_digits,alnum_trailing_digits
s112061313049,Y27,27,alnum_trailing_digits,alnum_trailing_digits
s112061313050,Y27,27,alnum_trailing_digits,alnum_trailing_digits
s112061313051,Y27,27,alnum_trailing_digits,alnum_trailing_digits
s112061313052,Y27,27,alnum_trailing_digits,alnum_trailing_digits
s112061313053,Y27,27,alnum_trailing_digits,alnum_trailing_digits
s112061313054,Y27,27,alnum_trailing_digits,alnum_trailing_digits
s112061313055,Y27,27,alnum_trailing_digits,alnum_trailing_digits
s112061313056,Y27,27,alnum_trailing_digits,alnum_trailing_digits
s112061313057,Y27,27,alnum_trailing_digits,alnum_trailing_digits
s112061313058,Y27,27,alnum_trailing_digits,alnum_trailing_digits
s112061313059,Y27,27,alnum_trailing_digits,alnum_trailing_digits
s112061313060,Y27,27,alnum_trailing_digits,alnum_trailing_digits
s112061313061,Y27,27,alnum_trailing_digits,alnum_trailing_digits
s112061313062,Y27,27,alnum_trailing_digits,alnum_trailing_digits
s112061313063,Y27,27,alnum_trailing_digits,alnum_trailing_digits
s112061313065,Y27,27,alnum_trailing_digits,alnum_trailing_digits
s112061315024,201,201,numeric_integer,numeric_integer
s112061315025,201,201,numeric_integer,numeric_integer
s112061315026,201,201,numeric_integer,numeric_integer
s112061315027,201,201,numeric_integer,numeric_integer
s112061315028,201,201,numeric_integer,numeric_integer
s112061315029,201,201,numeric_integer,numeric_integer
s112061315030,201,201,numeric_integer,numeric_integer
s112061315031,201,201,numeric_integer,numeric_integer
s112061315032,201,201,numeric_integer,numeric_integer
s112061315033,201,201,numeric_integer,numeric_integer
s112061315034,201,201,numeric_integer,numeric_integer
s112061315035,201,201,numeric_integer,numeric_integer
s112061315036,201,201,numeric_integer,numeric_integer
s112061315038,201,201,numeric_integer,numeric_integer
s112061315039,201,201,numeric_integer,numeric_integer
s112061315040,201,201,numeric_integer,numeric_integer
s112061315041,201,201,numeric_integer,numeric_integer
s112061315042,201,201,numeric_integer,numeric_integer
s112061315043,201,201,numeric_integer,numeric_integer
s112061315044,201,201,numeric_integer,numeric_integer
s112061315045,201,201,numeric_integer,numeric_integer
s112061315046,201,201,numeric_integer,numeric_integer
s112061315047,201,201,numeric_integer,numeric_integer
s112061315048,201,201,numeric_integer,numeric_integer
s112061315050,201,201,numeric_integer,numeric_integer
s112061315051,201,201,numeric_integer,numeric_integer
s112061315052,201,201,numeric_integer,numeric_integer
s112061315053,201,201,numeric_integer,numeric_integer
s112061315054,201,201,numeric_integer,numeric_integer
s112061315055,201,201,numeric_integer,numeric_integer
s112061315057,201,201,numeric_integer,numeric_integer
s112061315058,201,201,numeric_integer,numeric_integer
s112061315059,201,201,numeric_integer,numeric_integer
s112061315060,201,201,numeric_integer,numeric_integer
s112061315061,201,201,numeric_integer,numeric_integer
s112061315062,201,201,numeric_integer,numeric_integer
s112061315063,201,201,numeric_integer,numeric_integer
s112061315064,201,201,numeric_integer,numeric_integer
s112061315067,204,204,numeric_integer,numeric_integer
s112061315068,204,204,numeric_integer,numeric_integer
s112061315069,204,204,numeric_integer,numeric_integer
s112061315072,204,204,numeric_integer,numeric_integer
s112061315073,204,204,numeric_integer,numeric_integer
s112061315074,204,204,numeric_integer,numeric_integer
s112061315075,204,204,numeric_integer,numeric_integer
s112061315076,204,204,numeric_integer,numeric_integer
s112061315079,204,204,numeric_integer,numeric_integer
s112061315080,204,204,numeric_integer,numeric_integer
s112061315081,204,204,numeric_integer,numeric_integer
s112061315083,204,204,numeric_integer,numeric_integer
s112061315084,204,204,numeric_integer,numeric_integer
s112061315085,204,204,numeric_integer,numeric_integer
s112061315086,204,204,numeric_integer,numeric_integer
s112061315087,204,204,numeric_integer,numeric_integer
s112061315088,204,204,numeric_integer,numeric_integer
s112061315089,204,204,numeric_integer,numeric_integer
s112061315090,204,204,numeric_integer,numeric_integer
s112061315091,204,204,numeric_integer,numeric_integer
s112061315092,204,204,numeric_integer,numeric_integer
s112061315093,204,204,numeric_integer,numeric_integer
s112061315094,204,204,numeric_integer,numeric_integer
s112061315095,204,204,numeric_integer,numeric_integer
s112061315096,204,204,numeric_integer,numeric_integer
s112061315098,204,204,numeric_integer,numeric_integer
s112061315099,204,204,numeric_integer,numeric_integer
s112061315100,204,204,numeric_integer,numeric_integer
s112061315101,204,204,numeric_integer,numeric_integer
s112061315102,204,204,numeric_integer,numeric_integer
s112061315103,204,204,numeric_integer,numeric_integer
s112061315104,204,204,numeric_integer,numeric_integer
s112061315105,204,204,numeric_integer,numeric_integer
s112061315106,204,204,numeric_integer,numeric_integer
s112061315107,204,204,numeric_integer,numeric_integer
s112061315108,204,204,numeric_integer,numeric_integer
s112061317024,國二03,203,nation_grade_class_pattern,nation_grade_class_pattern
s112061317025,國二03,203,nation_grade_class_pattern,nation_grade_class_pattern
s112061317026,國二03,203,nation_grade_class_pattern,nation_grade_class_pattern
s112061317027,國二03,203,nation_grade_class_pattern,nation_grade_class_pattern
s112061317028,國二03,203,nation_grade_class_pattern,nation_grade_class_pattern
s112061317029,國二03,203,nation_grade_class_pattern,nation_grade_class_pattern
s112061317030,國二03,203,nation_grade_class_pattern,nation_grade_class_pattern
s112061317031,國二03,203,nation_grade_class_pattern,nation_grade_class_pattern
s112061317032,國二03,203,nation_grade_class_pattern,nation_grade_class_pattern
s112061317033,國二03,203,nation_grade_class_pattern,nation_grade_class_pattern
s112061317034,國二03,203,nation_grade_class_pattern,nation_grade_class_pattern
s112061317035,國二03,203,nation_grade_class_pattern,nation_grade_class_pattern
s112061317036,國二03,203,nation_grade_class_pattern,nation_grade_class_pattern
s112061317037,國二03,203,nation_grade_class_pattern,nation_grade_class_pattern
s112061317038,國二03,203,nation_grade_class_pattern,nation_grade_class_pattern
s112061317039,國二03,203,nation_grade_class_pattern,nation_grade_class_pattern
s112061317040,國二03,203,nation_grade_class_pattern,nation_grade_class_pattern
s112061317041,國二03,203,nation_grade_class_pattern,nation_grade_class_pattern
s112061317042,國二03,203,nation_grade_class_pattern,nation_grade_class_pattern
s112061317044,國二03,203,nation_grade_class_pattern,nation_grade_class_pattern
s112061317045,國二03,203,nation_grade_class_pattern,nation_grade_class_pattern
s112061317047,國二03,203,nation_grade_class_pattern,nation_grade_class_pattern
s112061317048,國二03,203,nation_grade_class_pattern,nation_grade_class_pattern
s112061317049,國二03,203,nation_grade_class_pattern,nation_grade_class_pattern
s112061317050,國二03,203,nation_grade_class_pattern,nation_grade_class_pattern
s112061317051,國二03,203,nation_grade_class_pattern,nation_grade_class_pattern
s112061317052,國二03,203,nation_grade_class_pattern,nation_grade_class_pattern
s112061317053,國二03,203,nation_grade_class_pattern,nation_grade_class_pattern
s112061317054,國二03,203,nation_grade_class_pattern,nation_grade_class_pattern
s112061317055,國二03,203,nation_grade_class_pattern,nation_grade_class_pattern
s112061317056,國二03,203,nation_grade_class_pattern,nation_grade_class_pattern
s112061317057,國二03,203,nation_grade_class_pattern,nation_grade_class_pattern
s112061317058,國二03,203,nation_grade_class_pattern,nation_grade_class_pattern
s112061317059,國二03,203,nation_grade_class_pattern,nation_grade_class_pattern
s112061317060,國二03,203,nation_grade_class_pattern,nation_grade_class_pattern
s112061317061,國二03,203,nation_grade_class_pattern,nation_grade_class_pattern
s112061317062,國二03,203,nation_grade_class_pattern,nation_grade_class_pattern
s112061317063,國二03,203,nation_grade_class_pattern,nation_grade_class_pattern
s112061317064,國二03,203,nation_grade_class_pattern,nation_grade_class_pattern
s112061317065,國二03,203,nation_grade_class_pattern,nation_grade_class_pattern
s112061317066,國二03,203,nation_grade_class_pattern,nation_grade_class_pattern
s112061317067,國二03,203,nation_grade_class_pattern,nation_grade_class_pattern
s112061317068,國二03,203,nation_grade_class_pattern,nation_grade_class_pattern
s112061317069,國二03,203,nation_grade_class_pattern,nation_grade_class_pattern
s112061317070,國二03,203,nation_grade_class_pattern,nation_grade_class_pattern
s112061317071,國二03,203,nation_grade_class_pattern,nation_grade_class_pattern
s113061317003,國二03,203,nation_grade_class_pattern,nation_grade_class_pattern
s112061317074,國二07,207,nation_grade_class_pattern,nation_grade_class_pattern
s112061317075,國二07,207,nation_grade_class_pattern,nation_grade_class_pattern
s112061317076,國二07,207,nation_grade_class_pattern,nation_grade_class_pattern
s112061317077,國二07,207,nation_grade_class_pattern,nation_grade_class_pattern
s112061317078,國二07,207,nation_grade_class_pattern,nation_grade_class_pattern
s112061317079,國二07,207,nation_grade_class_pattern,nation_grade_class_pattern
s112061317080,國二07,207,nation_grade_class_pattern,nation_grade_class_pattern
s112061317081,國二07,207,nation_grade_class_pattern,nation_grade_class_pattern
s112061317082,國二07,207,nation_grade_class_pattern,nation_grade_class_pattern
s112061317083,國二07,207,nation_grade_class_pattern,nation_grade_class_pattern
s112061317085,國二07,207,nation_grade_class_pattern,nation_grade_class_pattern
s112061317086,國二07,207,nation_grade_class_pattern,nation_grade_class_pattern
s112061317087,國二07,207,nation_grade_class_pattern,nation_grade_class_pattern
s112061317088,國二07,207,nation_grade_class_pattern,nation_grade_class_pattern
s112061317089,國二07,207,nation_grade_class_pattern,nation_grade_class_pattern
s112061317090,國二07,207,nation_grade_class_pattern,nation_grade_class_pattern
s112061317092,國二07,207,nation_grade_class_pattern,nation_grade_class_pattern
s112061317093,國二07,207,nation_grade_class_pattern,nation_grade_class_pattern
s112061317094,國二07,207,nation_grade_class_pattern,nation_grade_class_pattern
s112061317095,國二07,207,nation_grade_class_pattern,nation_grade_class_pattern
s112061317096,國二07,207,nation_grade_class_pattern,nation_grade_class_pattern
s112061317097,國二07,207,nation_grade_class_pattern,nation_grade_class_pattern
s112061317098,國二07,207,nation_grade_class_pattern,nation_grade_class_pattern
s112061317099,國二07,207,nation_grade_class_pattern,nation_grade_class_pattern
s112061317100,國二07,207,nation_grade_class_pattern,nation_grade_class_pattern
s112061317101,國二07,207,nation_grade_class_pattern,nation_grade_class_pattern
s112061317102,國二07,207,nation_grade_class_pattern,nation_grade_class_pattern
s112061317103,國二07,207,nation_grade_class_pattern,nation_grade_class_pattern
s112061317105,國二07,207,nation_grade_class_pattern,nation_grade_class_pattern
s112061317106,國二07,207,nation_grade_class_pattern,nation_grade_class_pattern
s112061317107,國二07,207,nation_grade_class_pattern,nation_grade_class_pattern
s112061317108,國二07,207,nation_grade_class_pattern,nation_grade_class_pattern
s112061317110,國二07,207,nation_grade_class_pattern,nation_grade_class_pattern
s112061317111,國二07,207,nation_grade_class_pattern,nation_grade_class_pattern
s112061317112,國二07,207,nation_grade_class_pattern,nation_grade_class_pattern
s112061317113,國二07,207,nation_grade_class_pattern,nation_grade_class_pattern
s113061317004,國二07,207,nation_grade_class_pattern,nation_grade_class_pattern
s113061317005,國二07,207,nation_grade_class_pattern,nation_grade_class_pattern
s113061317006,國二07,207,nation_grade_class_pattern,nation_grade_class_pattern
s113061317007,國二07,207,nation_grade_class_pattern,nation_grade_class_pattern
s113061317008,國二07,207,nation_grade_class_pattern,nation_grade_class_pattern
s112064350024,802,802,numeric_integer,numeric_integer
s112064350025,802,802,numeric_integer,numeric_integer
s112064350026,802,802,numeric_integer,numeric_integer
s112064350027,802,802,numeric_integer,numeric_integer
s112064350028,802,802,numeric_integer,numeric_integer
s112064350029,802,802,numeric_integer,numeric_integer
s112064350030,802,802,numeric_integer,numeric_integer
s112064350031,802,802,numeric_integer,numeric_integer
s112064350032,802,802,numeric_integer,numeric_integer
s112064350033,802,802,numeric_integer,numeric_integer
s112064350034,802,802,numeric_integer,numeric_integer
s112064350035,802,802,numeric_integer,numeric_integer
s112064350036,802,802,numeric_integer,numeric_integer
s112064350037,802,802,numeric_integer,numeric_integer
s112064350038,802,802,numeric_integer,numeric_integer
s112064350039,802,802,numeric_integer,numeric_integer
s112064350040,802,802,numeric_integer,numeric_integer
s112064350041,802,802,numeric_integer,numeric_integer
s112064350042,802,802,numeric_integer,numeric_integer
s112064350043,802,802,numeric_integer,numeric_integer
s112064350044,802,802,numeric_integer,numeric_integer
s112064350045,802,802,numeric_integer,numeric_integer
s113064350003,802,802,numeric_integer,numeric_integer
s113064350004,802,802,numeric_integer,numeric_integer
s113064350005,802,802,numeric_integer,numeric_integer
s112064350048,805,805,numeric_integer,numeric_integer
s112064350049,805,805,numeric_integer,numeric_integer
s112064350050,805,805,numeric_integer,numeric_integer
s112064350051,805,805,numeric_integer,numeric_integer
s112064350052,805,805,numeric_integer,numeric_integer
s112064350053,805,805,numeric_integer,numeric_integer
s112064350054,805,805,numeric_integer,numeric_integer
s112064350055,805,805,numeric_integer,numeric_integer
s112064350056,805,805,numeric_integer,numeric_integer
s112064350057,805,805,numeric_integer,numeric_integer
s112064350059,805,805,numeric_integer,numeric_integer
s112064350060,805,805,numeric_integer,numeric_integer
s112064350061,805,805,numeric_integer,numeric_integer
s112064350062,805,805,numeric_integer,numeric_integer
s112064350063,805,805,numeric_integer,numeric_integer
s112064350064,805,805,numeric_integer,numeric_integer
s112064350065,805,805,numeric_integer,numeric_integer
s112064350066,805,805,numeric_integer,numeric_integer
s112064350067,805,805,numeric_integer,numeric_integer
s112064350068,805,805,numeric_integer,numeric_integer
s112064350069,805,805,numeric_integer,numeric_integer
s112064350070,805,805,numeric_integer,numeric_integer
s112064350071,805,805,numeric_integer,numeric_integer
s112064350072,805,805,numeric_integer,numeric_integer
s112064350073,805,805,numeric_integer,numeric_integer
s113064350006,805,805,numeric_integer,numeric_integer
s112064510024,八年二班,802,grade_year_class_pattern,grade_year_class_pattern
s112064510025,八年二班,802,grade_year_class_pattern,grade_year_class_pattern
s112064510026,八年二班,802,grade_year_class_pattern,grade_year_class_pattern
s112064510027,八年二班,802,grade_year_class_pattern,grade_year_class_pattern
s112064510028,八年二班,802,grade_year_class_pattern,grade_year_class_pattern
s112064510029,八年二班,802,grade_year_class_pattern,grade_year_class_pattern
s112064510030,八年二班,802,grade_year_class_pattern,grade_year_class_pattern
s112064510031,八年二班,802,grade_year_class_pattern,grade_year_class_pattern
s112064510032,八年二班,802,grade_year_class_pattern,grade_year_class_pattern
s112064510033,八年二班,802,grade_year_class_pattern,grade_year_class_pattern
s112064510034,八年二班,802,grade_year_class_pattern,grade_year_class_pattern
s112064510035,八年二班,802,grade_year_class_pattern,grade_year_class_pattern
s112064510036,八年二班,802,grade_year_class_pattern,grade_year_class_pattern
s112064510037,八年二班,802,grade_year_class_pattern,grade_year_class_pattern
s112064510038,八年二班,802,grade_year_class_pattern,grade_year_class_pattern
s112064510039,八年二班,802,grade_year_class_pattern,grade_year_class_pattern
s112064510040,八年二班,802,grade_year_class_pattern,grade_year_class_pattern
s112064510041,八年二班,802,grade_year_class_pattern,grade_year_class_pattern
s112064510042,八年二班,802,grade_year_class_pattern,grade_year_class_pattern
s112064510043,八年二班,802,grade_year_class_pattern,grade_year_class_pattern
s112064510044,八年二班,802,grade_year_class_pattern,grade_year_class_pattern
s112064510045,八年二班,802,grade_year_class_pattern,grade_year_class_pattern
s113064510003,八年二班,802,grade_year_class_pattern,grade_year_class_pattern
s112064510048,八年十班,810,grade_year_class_pattern,grade_year_class_pattern
s112064510049,八年十班,810,grade_year_class_pattern,grade_year_class_pattern
s112064510050,八年十班,810,grade_year_class_pattern,grade_year_class_pattern
s112064510051,八年十班,810,grade_year_class_pattern,grade_year_class_pattern
s112064510052,八年十班,810,grade_year_class_pattern,grade_year_class_pattern
s112064510054,八年十班,810,grade_year_class_pattern,grade_year_class_pattern
s112064510055,八年十班,810,grade_year_class_pattern,grade_year_class_pattern
s112064510056,八年十班,810,grade_year_class_pattern,grade_year_class_pattern
s112064510057,八年十班,810,grade_year_class_pattern,grade_year_class_pattern
s112064510058,八年十班,810,grade_year_class_pattern,grade_year_class_pattern
s112064510059,八年十班,810,grade_year_class_pattern,grade_year_class_pattern
s112064510060,八年十班,810,grade_year_class_pattern,grade_year_class_pattern
s112064510061,八年十班,810,grade_year_class_pattern,grade_year_class_pattern
s112064510062,八年十班,810,grade_year_class_pattern,grade_year_class_pattern
s112064510063,八年十班,810,grade_year_class_pattern,grade_year_class_pattern
s112064510064,八年十班,810,grade_year_class_pattern,grade_year_class_pattern
s112064510065,八年十班,810,grade_year_class_pattern,grade_year_class_pattern
s112064510066,八年十班,810,grade_year_class_pattern,grade_year_class_pattern
s112064510067,八年十班,810,grade_year_class_pattern,grade_year_class_pattern
s112064510068,八年十班,810,grade_year_class_pattern,grade_year_class_pattern
s112064510069,八年十班,810,grade_year_class_pattern,grade_year_class_pattern
s112064510070,八年十班,810,grade_year_class_pattern,grade_year_class_pattern
s112064510071,八年十班,810,grade_year_class_pattern,grade_year_class_pattern
s112064510073,八年十班,810,grade_year_class_pattern,grade_year_class_pattern
s112064515025,807,807,numeric_integer,numeric_integer
s112064515026,807,807,numeric_integer,numeric_integer
s112064515027,807,807,numeric_integer,numeric_integer
s112064515028,807,807,numeric_integer,numeric_integer
s112064515029,807,807,numeric_integer,numeric_integer
s112064515030,807,807,numeric_integer,numeric_integer
s112064515031,807,807,numeric_integer,numeric_integer
s112064515032,807,807,numeric_integer,numeric_integer
s112064515033,807,807,numeric_integer,numeric_integer
s112064515034,807,807,numeric_integer,numeric_integer
s112064515035,807,807,numeric_integer,numeric_integer
s112064515036,807,807,numeric_integer,numeric_integer
s112064515037,807,807,numeric_integer,numeric_integer
s112064515038,807,807,numeric_integer,numeric_integer
s112064515039,807,807,numeric_integer,numeric_integer
s112064515040,807,807,numeric_integer,numeric_integer
s112064515041,807,807,numeric_integer,numeric_integer
s112064515042,807,807,numeric_integer,numeric_integer
s112064515043,807,807,numeric_integer,numeric_integer
s112064515044,807,807,numeric_integer,numeric_integer
s112064515045,807,807,numeric_integer,numeric_integer
s112064515046,807,807,numeric_integer,numeric_integer
s112064515047,807,807,numeric_integer,numeric_integer
s112064515048,807,807,numeric_integer,numeric_integer
s112064515049,807,807,numeric_integer,numeric_integer
s112064515050,807,807,numeric_integer,numeric_integer
s113064515003,807,807,numeric_integer,numeric_integer
s113064515004,807,807,numeric_integer,numeric_integer
s112064515053,816,816,numeric_integer,numeric_integer
s112064515054,816,816,numeric_integer,numeric_integer
s112064515055,816,816,numeric_integer,numeric_integer
s112064515056,816,816,numeric_integer,numeric_integer
s112064515057,816,816,numeric_integer,numeric_integer
s112064515058,816,816,numeric_integer,numeric_integer
s112064515059,816,816,numeric_integer,numeric_integer
s112064515060,816,816,numeric_integer,numeric_integer
s112064515061,816,816,numeric_integer,numeric_integer
s112064515062,816,816,numeric_integer,numeric_integer
s112064515063,816,816,numeric_integer,numeric_integer
s112064515064,816,816,numeric_integer,numeric_integer
