Item,Correlation,Abs_Correlation,Question_Text
23-1,-0.0636047355779995,0.0636047355779995,23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-1.父親
39_9,0.0627239175007751,0.0627239175007751,
39_4,0.0617571152286179,0.0617571152286179,
44-9,-0.061251694593349,0.061251694593349,44.你能使用生成式AI(如ChatGPT，Copilot，Gemini等)進行以下任務嗎？ - 44-9.創造建立、更新和維護網頁或個人社群網站。
11-7,-0.0605165316613605,0.0605165316613605,11.請問以下敘述是否符合對你家長的情形？ - 11-7.家長會幫我買課本以外的評量、測驗卷等補充教材
42_6,0.0597586029188788,0.0597586029188788,
19-2_10,0.0595629875553174,0.0595629875553174,
39_6,0.0595448058868013,0.0595448058868013,
62-1,0.0584268379479329,0.0584268379479329,62-1.鋁箔包、樂利包或瓶裝的含糖飲料
44-5,-0.0572835517752051,0.0572835517752051,44.你能使用生成式AI(如ChatGPT，Copilot，Gemini等)進行以下任務嗎？ - 44-5.向其他同學展示如何使用生成式AI分享學習內容。
26-2,0.0561613847383576,0.0561613847383576,26.以下描述符不符合你的個人經驗感受呢？ - 26-2.我在網路上可以表現出我最好的一面。
44-8,-0.0526608393819162,0.0526608393819162,44.你能使用生成式AI(如ChatGPT，Copilot，Gemini等)進行以下任務嗎？ - 44-8.創造建立包含聲音、圖片或影片的多媒體展示。
44-4,-0.0514302937265061,0.0514302937265061,44.你能使用生成式AI(如ChatGPT，Copilot，Gemini等)進行以下任務嗎？ - 44-4.跟其他同學合作完成小組作業。
25-6,0.0509313329819327,0.0509313329819327,25. 關於你在社群媒體上的行為，以下敘述符不符合你的情況。 - 25-6我不介意在我的社群媒體上寫下發生在我身上的壞事。
62-2,0.050554012278575,0.050554012278575,62-2.手搖杯
12-6,0.0499397561795915,0.0499397561795915,12.升上國九後，家裡有沒有因為你要升學而改變一些安排？ - 12-6.規定你的生活作息
8-2_3,0.0496122091079943,0.0496122091079943,
53-14,-0.0490369763581706,0.0490369763581706,53.你有多同意下列的敘述？ - 53-14.我從別人的臉部表情知道他們當時可能的感受。
66,-0.0478271928437241,0.0478271928437241,66.請勾選出你認為最符合你目前體型的選項：
_______分.2,0.0477733855224417,0.0477733855224417,
23-6,0.0476230908109289,0.0476230908109289,23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-6.校外朋友
14-1_2,0.0473916630610026,0.0473916630610026,
19-2_3,-0.0461970647407118,0.0461970647407118,
40-1,-0.0456652729531225,0.0456652729531225,40.以下關於媒體網站的運用敘述，你同不同意？ - 40-1.我能判斷適合找到最好答案的關鍵字
19-2_8,0.0446557542190077,0.0446557542190077,
11-5,-0.0442134859165253,0.0442134859165253,11.請問以下敘述是否符合對你家長的情形？ - 11-5.家長會到學校擔任義工/志工/晚自習輪值
8-4_3,0.0437341442626756,0.0437341442626756,
44-3,-0.0437126378928729,0.0437126378928729,44.你能使用生成式AI(如ChatGPT，Copilot，Gemini等)進行以下任務嗎？ - 44-3.跟一群同學分享實用資訊(例如便宜的購物、好玩的地點等)。
61-4,0.0429906693143468,0.0429906693143468,61.請告訴我下列敘述符不符合你個人的情況？ - 61-4.你對生活和學習的意義感到迷惘，所以你選擇什麼事都不做。
下午_______點,0.0422578024548267,0.0422578024548267,
14,-0.0420975548793845,0.0420975548793845,14.你父母有沒有跟你討論過升學的事情？
____分鐘,0.0420588276789727,0.0420588276789727,
19-1_10,0.0409115553517893,0.0409115553517893,
24-3,0.0403794608360811,0.0403794608360811,24.當你在現實生活遇到困難感到憂慮時，你會上網： - 24-3.搜尋相關的資訊，設法解決困難。
19-2_1,0.0397852682322799,0.0397852682322799,
24-5,0.0382467036453895,0.0382467036453895,24.當你在現實生活遇到困難感到憂慮時，你會上網： - 24-5.玩遊戲來減少困擾或壓力感受。
61-9,-0.0379291822020297,0.0379291822020297,61.請告訴我下列敘述符不符合你個人的情況？ - 61-9.對你來說，生命如果沒有冒險就會黯然失色。
46-4,0.037919386251997,0.037919386251997,46.學校老師會教你使用生成式AI(如Chat GPT，Copilot，Gemini等)來進行以下任務嗎？ - 46-4.分析收集和記錄資料。
____分鐘.1,0.0377747014539876,0.0377747014539876,
14-1_4,0.0371251477446167,0.0371251477446167,
10-1_7,0.0369084463670483,0.0369084463670483,
42_1,0.0367453443217581,0.0367453443217581,
____分鐘.2,0.0367229545098383,0.0367229545098383,
14-1_3,0.0366731171254606,0.0366731171254606,
47_6,-0.0364142462889499,0.0364142462889499,
14-1_6,0.0363819521006246,0.0363819521006246,
____小時.2,0.0362812472430672,0.0362812472430672,
19-1_9,0.035772980736581,0.035772980736581,
46-2,0.035263962374047,0.035263962374047,46.學校老師會教你使用生成式AI(如Chat GPT，Copilot，Gemini等)來進行以下任務嗎？ - 46-2.撰寫學校作業。
10-1_6,0.0342368628839265,0.0342368628839265,
8-4_1,0.0338221842228897,0.0338221842228897,
8-2_2,0.0333418853427889,0.0333418853427889,
8-4_2,0.0330428437835306,0.0330428437835306,
8-4_4,0.0327835858720223,0.0327835858720223,
53-3,-0.0327285339450658,0.0327285339450658,53.你有多同意下列的敘述？ - 53-3.我可以感受到自己的情緒。
19-2_2,0.0318457499329276,0.0318457499329276,
61-5,0.0312447883587074,0.0312447883587074,61.請告訴我下列敘述符不符合你個人的情況？ - 61-5.你覺得靠你個人的努力很難改變什麼，所以你選擇放棄打拼。
40-8,-0.0308263058618819,0.0308263058618819,40.以下關於媒體網站的運用敘述，你同不同意？ - 40-8.我能根據網頁/影音所屬的著作權規範（如創用cc）來運用找到的素材
44-2,-0.0307489221538584,0.0307489221538584,44.你能使用生成式AI(如ChatGPT，Copilot，Gemini等)進行以下任務嗎？ - 44-2.評估在線上找到的資訊品質。
7,0.030738555175717,0.030738555175717,7.請問你的座號是？
8-4,0.0307215171231735,0.0307215171231735,8-4.在現實生活(非網路)中，你不喜歡跟班上哪位同學互動？
8-4,0.0307215171231735,0.0307215171231735,( 2 ).3
8-4,0.0307215171231735,0.0307215171231735,( 3 ).3
8-4,0.0307215171231735,0.0307215171231735,( 4 ).3
8-4,0.0307215171231735,0.0307215171231735,( 5 ).3
26-1,0.0303204926302717,0.0303204926302717,26.以下描述符不符合你的個人經驗感受呢？ - 26-1.我喜歡自己在網路上的形象。
14-1_1,0.0302464448699211,0.0302464448699211,
47_2,-0.0301510703590444,0.0301510703590444,
17,-0.0298648322683636,0.0298648322683636,17.如果可以不受任何條件限制，你覺得你可以讀到什麼程度？
_______分.5,0.029187001607862,0.029187001607862,
23-8,0.0289590878886491,0.0289590878886491,23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-8.學校老師、社團老師
61-6,0.0288580231158564,0.0288580231158564,61.請告訴我下列敘述符不符合你個人的情況？ - 61-6.你總是很不情願去做那些需要努力才能完成的事情。
14-1,-0.0284115390012287,0.0284115390012287,14-1.你們討論過哪些相關事情？【可複選】-(1)要唸什麼學校
14-1,-0.0284115390012287,0.0284115390012287,14-1.你們討論過哪些相關事情？【可複選】-(2)要加強的科目
14-1,-0.0284115390012287,0.0284115390012287,14-1.你們討論過哪些相關事情？【可複選】-(3)如何安排學習進度
14-1,-0.0284115390012287,0.0284115390012287,14-1.你們討論過哪些相關事情？【可複選】-(4)要如何準備申請
14-1,-0.0284115390012287,0.0284115390012287,14-1.你們討論過哪些相關事情？【可複選】-(5)如何調節情緒壓力
14-1,-0.0284115390012287,0.0284115390012287,14-1.你們討論過哪些相關事情？【可複選】-(6)有什麼獎勵
14-1,-0.0284115390012287,0.0284115390012287,14-1.你們討論過哪些相關事情？【可複選】-(7)其他
47_4,-0.0277098211259739,0.0277098211259739,
12-3,0.0275794972269237,0.0275794972269237,12.升上國九後，家裡有沒有因為你要升學而改變一些安排？ - 12-3.特別注意你和朋友的往來
_______點_______分.3,-0.027219611858099,0.027219611858099,
10-1_4,0.0272101517710964,0.0272101517710964,
_______分.1,0.0269695167939793,0.0269695167939793,
12-8,0.0269029083697313,0.0269029083697313,12.升上國九後，家裡有沒有因為你要升學而改變一些安排？ - 12-8.父母本身使用手機、上網或看電視的時間
12-2,0.0268191768952412,0.0268191768952412,12.升上國九後，家裡有沒有因為你要升學而改變一些安排？ - 12-2.為你進補（藥補或食補）
8-2_4,0.0266312521698916,0.0266312521698916,
12-4,0.0257732838276161,0.0257732838276161,12.升上國九後，家裡有沒有因為你要升學而改變一些安排？ - 12-4.控制你使用手機或上網
23-2,-0.0256283284175921,0.0256283284175921,23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-2.母親
12-5,0.0256199398344344,0.0256199398344344,12.升上國九後，家裡有沒有因為你要升學而改變一些安排？ - 12-5.限制你出遊或玩樂的時間
46-1,0.0255216164031184,0.0255216164031184,46.學校老師會教你使用生成式AI(如Chat GPT，Copilot，Gemini等)來進行以下任務嗎？ - 46-1.創造建立包含圖片、聲音或影片的多媒體展示。
14-1_5,0.0254371511344381,0.0254371511344381,
40-2,-0.024594253443354,0.024594253443354,40.以下關於媒體網站的運用敘述，你同不同意？ - 40-2.我能快速找到我曾拜訪過的網站
19-1_1,0.0237627533129342,0.0237627533129342,
10-1_3,0.0235359306408227,0.0235359306408227,
46-6,0.023401267811682,0.023401267811682,46.學校老師會教你使用生成式AI(如Chat GPT，Copilot，Gemini等)來進行以下任務嗎？ - 46-6.規劃和管理工作或項目（例如劃分任務、管理截止日期）。
44-7,-0.0225643191260586,0.0225643191260586,44.你能使用生成式AI(如ChatGPT，Copilot，Gemini等)進行以下任務嗎？ - 44-7.分析所收集的資料。
46-5,0.0223247685569167,0.0223247685569167,46.學校老師會教你使用生成式AI(如Chat GPT，Copilot，Gemini等)來進行以下任務嗎？ - 46-5.報告或分享自己的實驗或調查結果。
47_7,-0.0220953361708253,0.0220953361708253,
10-1_2,0.0219487803523853,0.0219487803523853,
8-3_1,0.0218949858599224,0.0218949858599224,
40-6,0.0218423955973209,0.0218423955973209,40.以下關於媒體網站的運用敘述，你同不同意？ - 40-6.貼文和傳照片影片時，我會視情況設定要分享給誰看到
23-9,0.0209746550707637,0.0209746550707637,23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-9.補習班或家教老師
12-1,-0.0207020910977762,0.0207020910977762,12.升上國九後，家裡有沒有因為你要升學而改變一些安排？ - 12-1.提供你好的讀書空間
42_3,0.0205488322799428,0.0205488322799428,
_______分.3,-0.0203794239041158,0.0203794239041158,
8-2_1,0.020166982597058,0.020166982597058,
42,0.020011976052372,0.020011976052372,42.請問你通常用生成式AI來做什麼？【可複選】-(1)寫作業
42,0.020011976052372,0.020011976052372,42.請問你通常用生成式AI來做什麼？【可複選】-(2)各國語文翻譯
42,0.020011976052372,0.020011976052372,42.請問你通常用生成式AI來做什麼？【可複選】-(3)查找資料
42,0.020011976052372,0.020011976052372,42.請問你通常用生成式AI來做什麼？【可複選】-(4)製作圖片、影片
42,0.020011976052372,0.020011976052372,42.請問你通常用生成式AI來做什麼？【可複選】-(5)學習語言
42,0.020011976052372,0.020011976052372,42.請問你通常用生成式AI來做什麼？【可複選】-(6)聊天
42,0.020011976052372,0.020011976052372,42.請問你通常用生成式AI來做什麼？【可複選】-(7)其他
19-2_7,0.0198391817085568,0.0198391817085568,
8-2,0.0188503230849588,0.0188503230849588,8-2.在網路上，你不喜歡跟班上哪些同學互動？
8-2,0.0188503230849588,0.0188503230849588,( 2 ).1
8-2,0.0188503230849588,0.0188503230849588,( 3 ).1
8-2,0.0188503230849588,0.0188503230849588,( 4 ).1
8-2,0.0188503230849588,0.0188503230849588,( 5 ).1
24-2,0.018791534939377,0.018791534939377,24.當你在現實生活遇到困難感到憂慮時，你會上網： - 24-2.找人討論問題，設法解決困難。
46-3,0.0185658076731269,0.0185658076731269,46.學校老師會教你使用生成式AI(如Chat GPT，Copilot，Gemini等)來進行以下任務嗎？ - 46-3.在線上搜尋關於現實世界問題或現象的資訊（例如氣候變化、石油泄漏、測量建築物的高度）。
40-9,-0.0184032978724928,0.0184032978724928,40.以下關於媒體網站的運用敘述，你同不同意？ - 40-9.我能將所製作的影片/網頁/圖片上傳到雲端空間
42_4,0.0183439904946931,0.0183439904946931,
10-1_1,-0.0178478430940829,0.0178478430940829,
9,-0.0178313464880934,0.0178313464880934,9.你上學期的平均成績大約如何？
19-1_2,0.0177239178633029,0.0177239178633029,
19-1_8,0.0167918561322646,0.0167918561322646,
47_1,-0.0167597108449504,0.0167597108449504,
46-7,0.0164613623115015,0.0164613623115015,46.學校老師會教你使用生成式AI(如Chat GPT，Copilot，Gemini等)來進行以下任務嗎？ - 46-7.跟其他同學合作創建數位內容（例如腳本、演員台詞等）。
8-3_2,0.0155259313035609,0.0155259313035609,
61-8,-0.0149838523833641,0.0149838523833641,61.請告訴我下列敘述符不符合你個人的情況？ - 61-8.你會去做大部分的人覺得危險的事情。
15,0.0139367758100682,0.0139367758100682,15.你的父母親希望你唸到什麼樣的程度？
8-1_2,0.0138964869295896,0.0138964869295896,
47,-0.0135622508529736,0.0135622508529736,47.學校的資訊科技課程教學內容包含：【可複選】-(1)計算機（電腦）基本概念：介紹計算機（電腦）的基本組成，如硬體（CPU、記憶體、儲存裝置等）和軟體（操作系統、應用程式）
47,-0.0135622508529736,0.0135622508529736,47.學校的資訊科技課程教學內容包含：【可複選】-(2)基本電腦操作技能：教授學生如何使用作業系統（如Windows或macOS）、文書處理軟體（如Word）、表格軟體（如Excel）和簡報軟體（如PowerPoint）
47,-0.0135622508529736,0.0135622508529736,47.學校的資訊科技課程教學內容包含：【可複選】-(3)程式設計與邏輯：學習使用網際網路，包括瀏覽器的使用、資訊搜尋技巧、以及網路安全和隱私保護的基本知識
47,-0.0135622508529736,0.0135622508529736,47.學校的資訊科技課程教學內容包含：【可複選】-(4)多媒體應用：學習如何使用各種多媒體工具，比如圖像編輯、影音編輯軟體
47,-0.0135622508529736,0.0135622508529736,47.學校的資訊科技課程教學內容包含：【可複選】-(5)資訊倫理與數位公民素養：討論網路禮儀、數位版權、網路霸凌以及在線上為的影響
47,-0.0135622508529736,0.0135622508529736,47.學校的資訊科技課程教學內容包含：【可複選】-(6)基礎數據資料處理與分析：介紹如何收集、整理和簡單分析數據資料，可能使用表格軟體或其他基本工具
47,-0.0135622508529736,0.0135622508529736,47.學校的資訊科技課程教學內容包含：【可複選】-(7)探索性資訊科技項目：鼓勵學生進行小型項目，應用所學知識解決實際問題或進行創意創作。
47,-0.0135622508529736,0.0135622508529736,47.學校的資訊科技課程教學內容包含：【可複選】-(8)以上均無
10,-0.0135038707806677,0.0135038707806677,10.上九年級以來，你有沒有參加校外補習（包含家教與家教班）？
19-1_7,-0.0132999274625237,0.0132999274625237,
40-3,-0.0130411226679595,0.0130411226679595,40.以下關於媒體網站的運用敘述，你同不同意？ - 40-3.我很清楚自己正在觀看特定網站或使用特定app的目的
8-3_4,-0.0128459577277816,0.0128459577277816,
5-7,-0.0126869585119377,0.0126869585119377,5.過去一年，請問你家長和你相處情形如何？ - 5-7. 知道你每天的行蹤。
47_5,-0.0125368434559996,0.0125368434559996,
40-5,-0.0120983347282049,0.0120983347282049,40.以下關於媒體網站的運用敘述，你同不同意？ - 40-5.我能注意上網時給出的評語是不是恰當
25-5,0.0119800800389175,0.0119800800389175,25. 關於你在社群媒體上的行為，以下敘述符不符合你的情況。 - 25-5我不介意發佈可能對自己形象扣分的貼文。
8-1_1,0.0119176766944923,0.0119176766944923,
23-3,-0.011241795868546,0.011241795868546,23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-3.兄弟姊妹
23-4,-0.0103856475229792,0.0103856475229792,23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-4.同班同學
_______分,0.0100973996831722,0.0100973996831722,
8-3,0.0097028959443318,0.0097028959443318,8-3.在現實生活(非網路)中，你喜歡跟班上哪些同學互動（例如分組同組、一起吃飯、討論功課、聊心事等）？
8-3,0.0097028959443318,0.0097028959443318,( 2 ).2
8-3,0.0097028959443318,0.0097028959443318,( 3 ).2
8-3,0.0097028959443318,0.0097028959443318,( 4 ).2
8-3,0.0097028959443318,0.0097028959443318,( 5 ).2
8-1_4,-0.0086257410830223,0.0086257410830223,
53-2,0.0083323447898676,0.0083323447898676,53.你有多同意下列的敘述？ - 53-2.當我的情緒讓我無法專注的時候，我會感覺到。
25-4,0.008079568361684,0.008079568361684,25. 關於你在社群媒體上的行為，以下敘述符不符合你的情況。 - 25-4我不會介意發佈自己不太好看的照片。
_______分.4,0.0077360830418433,0.0077360830418433,
45,-0.0076923427418022,0.0076923427418022,45.學校老師是否有教如何使用生成式AI(如Chat GPT，Copilot，Gemini等)？
23-5,-0.0069499925711819,0.0069499925711819,23. 你與以下對象的即時通訊(如LINE、臉書、Wechat、WhatsAPP等)，你的使用情形如何？ - 23-5.同校朋友
44-1,-0.0067762099874699,0.0067762099874699,44.你能使用生成式AI(如ChatGPT，Copilot，Gemini等)進行以下任務嗎？ - 44-1.在線上搜尋並找到相關資訊。
_______點_______分.1,0.0057311789240359,0.0057311789240359,
44-6,-0.0055771977367287,0.0055771977367287,44.你能使用生成式AI(如ChatGPT，Copilot，Gemini等)進行以下任務嗎？ - 44-6.撰寫學校作業。
上午_______點,-0.0044892406699444,0.0044892406699444,
8-1,0.0042570504537187,0.0042570504537187,8-1.在網路上，你喜歡跟班上哪些同學互動（例如一起打遊戲、講電話、聊天等）？
8-1,0.0042570504537187,0.0042570504537187,( 2 )
8-1,0.0042570504537187,0.0042570504537187,( 3 )
8-1,0.0042570504537187,0.0042570504537187,( 4 )
8-1,0.0042570504537187,0.0042570504537187,( 5 )
12-9,-0.0040117179572013,0.0040117179572013,12.升上國九後，家裡有沒有因為你要升學而改變一些安排？ - 12-9.父母本身的社交休閒活動
40-4,-0.0038705011522983,0.0038705011522983,40.以下關於媒體網站的運用敘述，你同不同意？ - 40-4.我清楚哪些訊息可以在網路上公開分享，哪些不行
40-7,-0.0028205180548998,0.0028205180548998,40.以下關於媒體網站的運用敘述，你同不同意？ - 40-7.我能從網路找到其他人的影音，進行二次創作或改編
16,0.0026936232763783,0.0026936232763783,16.以你目前的狀況，你認為自己最可能上哪一類學校？
53-1,0.002625690089183,0.002625690089183,53.你有多同意下列的敘述？ - 53-1.當我緊張的時候，我可以感覺到身體的變化，如心跳加快。
8-3_3,0.0020428602866985,0.0020428602866985,
8-1_3,-0.0017338067391282,0.0017338067391282,
42_2,0.0015691477362023,0.0015691477362023,
12-7,0.001488219195019,0.001488219195019,12.升上國九後，家裡有沒有因為你要升學而改變一些安排？ - 12-7.要求其他家人多讓你一些
25-0,-0.0008978219671588,0.0008978219671588,25-0.你有沒有社群媒體帳號？
10-1,0.0006464744048554,0.0006464744048554,10-1.你補那幾科？【可複選】-(1)數學
10-1,0.0006464744048554,0.0006464744048554,10-1.你補那幾科？【可複選】-(2)英語
10-1,0.0006464744048554,0.0006464744048554,10-1.你補那幾科？【可複選】-(3)理化
10-1,0.0006464744048554,0.0006464744048554,10-1.你補那幾科？【可複選】-(4)國文
10-1,0.0006464744048554,0.0006464744048554,10-1.你補那幾科？【可複選】-(5)社會（史、地、公）
10-1,0.0006464744048554,0.0006464744048554,10-1.你補那幾科？【可複選】-(6)資訊/電腦
10-1,0.0006464744048554,0.0006464744048554,10-1.你補那幾科？【可複選】-(7)地科
10-1,0.0006464744048554,0.0006464744048554,10-1.你補那幾科？【可複選】-(8)其他
47_3,-0.0001204050006288,0.0001204050006288,
3,,,3.請問你親生父母的婚姻狀態：
19-1,,,19-1.關於上網，請問你爸爸有沒有以下的情形？
19-1,,,  - 19-1-1.會規定你什麼時候可以上網，什麼時候不行
19-1,,,  - 19-1-2.會限制你上網時間的長短
19-1,,,  - 19-1-3.會和你一起聊網路上發生的趣聞或事件
19-1,,,  - 19-1-4.會陪你一起上網查資料或做作業
19-1,,,  - 19-1-5.會鼓勵你上網
19-1,,,  - 19-1-6.會和你討論使用網路的情形和心得
19-1,,,  - 19-1-7.擔心你上網會產生健康問題（如:眼睛、體能）
19-1,,,  - 19-1-8.擔心你課業成績會因為上網而有不好影響
19-1,,,  - 19-1-9.會問你在網上做什麼
19-1,,,  - 19-1-10.會查看你的網頁瀏覽記錄
19-1,,,  - 19-1-11.會因為你上網而責罵你
19-1,,,  - 19-1-12.會因為你在網路購物而和你起衝突
19-2,,,19-2.關於上網，請問你媽媽有沒有以下的情形？
19-2,,,  - 19-2-1.會規定你什麼時候可以上網，什麼時候不行
19-2,,,  - 19-2-2.會限制你上網時間的長短
19-2,,,  - 19-2-3.會和你一起聊網路上發生的趣聞或事件
19-2,,,  - 19-2-4.會陪你一起上網查資料或做作業
19-2,,,  - 19-2-5.會鼓勵你上網
19-2,,,  - 19-2-6.會和你討論使用網路的情形和心得
19-2,,,  - 19-2-7.擔心你上網會產生健康問題（如:眼睛、體能）
19-2,,,  - 19-2-8.擔心你課業成績會因為上網而有不好影響
19-2,,,  - 19-2-9.會問你在網上做什麼
19-2,,,  - 19-2-10.會查看你的網頁瀏覽記錄
19-2,,,  - 19-2-11.會因為你上網而責罵你
19-2,,,  - 19-2-12.會因為你在網路購物而和你起衝突
41-1,,,41-1.請問你知道什麼是生成式AI（ChatGPT等）嗎？
58-1,,,58-1.過去一個月來，在需要上課的日子，你通常幾點上床睡覺？
58-2,,,58-2.過去一個月來，在需要上課的日子，你通常幾點起床？
58-3,,,58-3.過去一個月來，在放假前一天或不需要上課的日子， 你通常幾點上床睡覺？
58-4,,,58-4.過去一個月來，在不需要上課的日子，你通常幾點起床？
